"recnum","fc_num","contact_date","sex","race","age","build","hair_style","complexion","ethnicity","otherclothing"
100032732,F170024973,2017-03-24 13:33:00,Male,Black,34,Small,,Medium,Not of Hispanic Origin,
100031582,F170024223,2017-02-24 17:07:00,Male,Black,34,Small,,Medium,Not of Hispanic Origin,
100031517,F170024194,2017-02-23 22:37:00,Male,Black,25,Heavy,,Dark Brown,Not of Hispanic Origin,
100032533,F170024871,2017-03-20 17:00:00,Male,Black,25,Heavy,,Dark Brown,Not of Hispanic Origin,
100033044,F170025174,2017-03-31 19:01:00,Male,Black,25,Heavy,,Dark Brown,Not of Hispanic Origin,
100032541,F170024871,2017-03-20 17:00:00,Male,Black,18,Medium,,Medium,Not of Hispanic Origin,BLACK BUBBLE JACKET GRAY SWEATSHIRT BLUE JEANS
100033257,F170025318,2017-04-05 22:10:00,Male,Black,18,Medium,,Medium,Not of Hispanic Origin,
100033253,F170025318,2017-04-05 22:10:00,Male,Black,22,Medium,Braids,Medium,Not of Hispanic Origin,"BLACK VEST, BLACK SWEATSHIRT, BLUE JEANS"
100033410,F170025432,2017-04-11 00:00:00,Male,Black,22,Medium,,Medium,Not of Hispanic Origin,"RED POLO SHIRT, BLUE JEANS, WHITE SHOES"
100032706,F170024950,2017-03-23 19:53:00,Male,Black,21,Medium,,Medium,Not of Hispanic Origin,
100033040,F170025174,2017-03-31 19:01:00,Male,Black,21,Medium,,Medium,Not of Hispanic Origin,
100031204,F170023861,2017-02-11 01:17:00,Female,Black,33,Heavy,,Medium Brown,Not of Hispanic Origin,"THIN BLUE JACKET, JEANS"
100029925,F170023123,2017-01-13 01:53:00,Male,Black,52,Medium,Braids,,Not of Hispanic Origin,"RED KNIT HAT, BLACK JACKET, BLUE JEANS, LONG DREAD LOCKS"
100032517,F170024768,2017-03-17 08:37:00,Male,Black,26,Medium,,Medium,Not of Hispanic Origin,"BLACK JACKET, DARK PANTS"
100031868,F170024347,2017-02-28 00:26:00,Male,Black,50,Thin,,Light,Not of Hispanic Origin,"BROWN JACKET, BLUE JEANS"
100032998,F170025098,2017-03-28 21:30:00,Male,Black,33,Medium,Long,Medium Brown,Not of Hispanic Origin,"RED T-SHIRT, BLUE JEANS, GRAY SNEAKERS"
100029725,F170023012,2017-01-07 11:50:00,Male,White,38,Medium,Short,Light,Not of Hispanic Origin,"GREY HOODIE, BLUE JEANS, BLACK SNEAKERS"
100029730,F170023011,2017-01-07 10:50:00,Male,White,38,Medium,Short,Light,Not of Hispanic Origin,"GREY HOODIE, BLUE JEANS, BLACK SNEAKERS"
100030770,F170023668,2017-02-01 15:02:00,Male,White,18,Medium,,Light Brown,Hispanic Origin,"BLACK, BLUE AND RED TRUE RELIGION JACKET, BLUE JEANS, WHITE SNEAKERS"
100032693,F170024912,2017-03-22 20:33:00,Male,Black,17,Small,Long,Medium Brown,Hispanic Origin,"GRAY WOOL HAT, WHITE COAT, GRAY PANTS, WHITE SNEAKERS"
100032381,F170024643,2017-03-06 13:40:00,Male,Black,39,Medium,Short,Dark,Not of Hispanic Origin,"GREEN JACKET, BLUE JEANS, BLACK SNEAKERS"
100031836,F170024175,2017-02-10 10:55:00,Male,White,45,Thin,Short,Fair,Not of Hispanic Origin,"GREY COAT, BLUE JEANS, BLACK SNEAKERS"
100033580,F170025335,2017-04-04 08:45:00,Male,White,29,Heavy,Short,Light,Not of Hispanic Origin,"BROWN COAT, BLUE JEANS, BLACK SNEAKERS"
100033603,F170025502,2017-04-13 21:15:00,Male,Black,19,Medium,,Dark,Not of Hispanic Origin,BLUE ADIDAS SWEAT SHIRT AND SWEAT PANTS.
100033053,F170025185,2017-04-01 17:57:00,Male,Black,19,Medium,Short,Dark,Not of Hispanic Origin,"BLACK HOODIE, BLUE JEANS, BLACK  BOOTS"
100031969,F170024488,2017-03-05 19:00:00,Female,White,51,,,,Hispanic Origin,
100030744,F170023613,2017-01-30 19:51:00,Male,Black,20,Medium,,Medium Brown,Not of Hispanic Origin,BLK BUBBLE JACKET
100029971,F170023131,2017-01-12 19:54:00,Male,Black,20,Medium,,Medium Brown,Not of Hispanic Origin,
100031503,F170024204,2017-02-24 00:30:00,Female,White,33,Small,,Light,Not of Hispanic Origin,
100031323,F170024045,2017-02-19 11:20:00,Male,Black,27,Medium,,Medium Brown,Not of Hispanic Origin,"WEARING A BLUE HOODED SWEATSHIRT, DARK JEANS"
100030723,F170023669,2017-02-01 15:10:00,Male,Black,27,Medium,,Medium Brown,Not of Hispanic Origin,"BLACK VEST,DARK JEANS"
100030482,F170023452,2017-01-25 00:00:00,Male,Black,27,Medium,,Medium Brown,Not of Hispanic Origin,"WEARING A BLACK WINTER JACKET, BLUE HOODED SWEATSHIRT, AND BLACK JEANS"
100030496,F170023443,2017-01-24 20:15:00,Male,Black,27,Medium,,Medium Brown,Not of Hispanic Origin,
100032021,F170024456,2017-03-04 11:20:00,Male,Black,27,Medium,,Medium Brown,Not of Hispanic Origin,"WEARING A BLACK HOODED SWEATSHIRT, BLUE JEANS"
100030358,F170023355,2017-01-19 19:20:00,Male,Unknown,37,Small,,Medium,Unknown,
100032209,F170024606,2017-03-09 16:40:00,Male,Black,17,Medium,,Dark Brown,Not of Hispanic Origin,
100031673,F170024266,2017-02-25 17:15:00,Male,Black,21,Small,,Dark,Not of Hispanic Origin,"BLACK HOODIE, TAN PANTS"
100031022,F170023839,2017-02-08 15:30:00,Male,White,22,Medium,,Light,Not of Hispanic Origin,
100030154,F170023292,2017-01-18 04:30:00,Male,White,22,Medium,,Light,Not of Hispanic Origin,"BLUE BASEBALL CAP, BLACK HOODED SWEATSHIRT, BAGGY GRAY SWEATPANTS"
100029591,F170022903,2017-01-01 20:30:00,Male,White,22,Medium,,Light,Not of Hispanic Origin,"BLACK HOODED SWEATSHIRT, DARK SWEAT PANTS, BLUE NIKE SNEAKERS"
100030106,F170023229,2017-01-16 13:00:00,Male,Black,39,Medium,,Medium,Not of Hispanic Origin,
100032690,F170024860,2017-03-20 18:00:00,Male,Black,39,Medium,Short,Medium,Not of Hispanic Origin,
100033592,F170025396,2017-04-10 08:47:00,Male,White,52,Thin,,,Unknown,
100030437,F170022889,2017-01-03 11:05:00,Male,White,44,Small,,Light,Hispanic Origin,"DARK GRAY COAT, BLUE RIPPED JEANS"
100032557,F170024878,2017-03-20 21:00:00,Male,White,47,Small,,Light,,LIGHT GRAY HOODED SWEATER.
100030286,F170023387,2017-01-21 12:30:00,Male,Black,27,Medium,,Dark Brown,Not of Hispanic Origin,
100030201,F170023297,2017-01-18 12:38:00,Male,Black,30,Small,,Medium Brown,Not of Hispanic Origin,"BLACK NORTH FACE WINTER JACKET, GRAY SWEAT PANTS"
100030976,F170023810,2017-02-07 20:21:00,Male,Black,30,Small,,Medium Brown,Not of Hispanic Origin,"BLACK JACKET, BLUE JEANS."
100031448,F170024077,2017-02-20 16:00:00,Male,Black,30,Small,,Medium Brown,Not of Hispanic Origin,
100030311,F170023384,2017-01-20 14:09:00,Male,Black,29,Medium,,Medium,Not of Hispanic Origin,"BLACK HAT, BLACK HOODY, BLACK PANTS,
BEARD"
100030149,F170023278,2017-01-17 21:30:00,Male,Black,18,Small,,Light Brown,Hispanic Origin,
100032103,F170024574,2017-03-08 22:00:00,Male,Black,18,Small,,Light Brown,Hispanic Origin,
100031955,F170024460,2017-03-04 16:50:00,Male,Black,18,Small,,Light Brown,Hispanic Origin,"PURPLE/WHITE JACKET, BLUE JEANS"
100033415,F170025432,2017-04-11 00:00:00,Male,Black,18,Small,,Light Brown,Hispanic Origin,"WHITE/BLACK TEE SHIRT, WHITE SHOES, BLACK LONG SLEEVE, BLACK/BLUE PANTS"
100033806,F170025620,2017-04-18 18:20:00,Male,Black,18,Small,,Light Brown,Hispanic Origin,
100031493,F170024123,2017-02-21 17:10:00,Female,Black,64,Small,,Dark Brown,Not of Hispanic Origin,"NAVY BLUE WHITE KNIT HAT, BROWN JACKET WHITE SWEATSHIRT AND BLUE JEANS"
100032480,F170024792,2017-03-11 10:00:00,Male,Black,33,Medium,Short,Dark Brown,,"BLUE COAT, BLUE JEANS, BLACK SNEAKERS"
100032326,F170024698,2017-03-13 18:11:00,Female,Black,22,Small,,Dark Brown,,"BLACK SWEATSHIRT, BLEACHED JEANS"
100032045,F170024521,2017-03-06 20:55:00,Male,White,29,Small,Short,Light,Not of Hispanic Origin,"BLACK JACKET, RED L/S SHIRT, GRAY PANTS"
100032644,F170024935,2017-03-23 13:30:00,Male,Black,23,Medium,,Dark Brown,Not of Hispanic Origin,"BLACK JACKET WITH HOODY UP, BLUE JEANS"
100033325,F170025374,2017-04-09 10:30:00,Male,Black,23,Medium,Short,Dark Brown,Not of Hispanic Origin,"BLUE HOODED SWEATSHIRT, DARK BLUE JEANS, BLACK RIMMED GLASSES"
100029550,F170022873,2017-01-02 11:42:00,Male,Black,20,Heavy,,Light Brown,,"BLACK SWEATPANTS, BLACK SNEAKERS, GREEN/OLIVE COAT"
100031354,F170024083,2017-02-20 17:24:00,Male,Black,25,Medium,,Medium Brown,Unknown,
100031532,F170024169,2017-02-23 14:03:00,Male,Black,21,Medium,,Medium Brown,Not of Hispanic Origin,
100030600,F170023096,2017-01-11 17:26:00,Male,Black,21,Medium,,Medium Brown,Not of Hispanic Origin,
100032829,F170025017,2017-03-25 18:50:00,Male,Black,21,Medium,,Medium Brown,Not of Hispanic Origin,"WHITE SWEATPANTS, GREEN PUFFY JACKET, LONH HAIR, GREY UNDERWEAR, BROWN WORK BOOTS"
100030208,F170023346,2017-01-19 11:30:00,Male,Black,27,Medium,,Medium,Not of Hispanic Origin,"BLACK BRUINS SWEATSHIRT, GREY KNIT HAT, KHAKI PANTS, BROWN BOOTS"
100029631,F170022933,2017-01-04 19:35:00,Male,White,41,Medium,,Light Brown,Hispanic Origin,
100030448,F170023475,2017-01-25 20:12:00,Male,Black,52,Small,,Light Brown,Hispanic Origin,"GRAY SWEATER, BLUE DICKIE STYLE JEANS"
100029998,F170023182,2017-01-14 20:05:00,Male,White,19,Small,,Light Brown,Unknown,"WINTER HAT WITH FLAPS, PLAID JACKET, BLACK PANTS"
100031293,F170023988,2017-02-16 19:25:00,Female,Black,18,Small,,Medium Brown,Not of Hispanic Origin,WHITE T SHIRT/ GRAY SWEATPANTS
100031061,F170023866,2017-02-11 12:05:00,Male,Asian,41,Medium,,Medium,Not of Hispanic Origin,
100030137,F170023280,2017-01-17 21:59:00,Male,Black,21,Medium,,Dark,Not of Hispanic Origin,
100033556,F170025459,2017-04-12 19:30:00,Male,Black,39,Medium,,Medium Brown,Unknown,
100030316,F170023410,2017-01-22 22:36:00,Male,Black,21,Small,,Dark Brown,Not of Hispanic Origin,"TAN JEANS, GRAY FLEECE JACKET, GRAY SNEAKERS."
100031762,F170024330,2017-02-27 17:23:00,Male,Black,22,Small,,Dark Brown,Not of Hispanic Origin,"RED JEANS, BLACK JACKET WITH FUR COLLAR."
100030430,F170022888,2017-01-02 10:15:00,Male,Black,22,Thin,Short,Medium Brown,Not of Hispanic Origin,"BLACK WINTER HAT WITH RED STRIPE, BLACK JACKET, BLACK JEANS, BLACK/YELLOW SNEAKERS"
100033416,F170025432,2017-04-11 00:00:00,Male,Black,26,Medium,,Medium Brown,Not of Hispanic Origin,"WHITE TEE, BLUE ZIP UP, GREY SWEATPANTS, BLACK SHOES"
100033051,F170025174,2017-03-31 19:01:00,Male,Black,26,Medium,Braids,Medium Brown,Not of Hispanic Origin,"BLACK PUFFY JACKET, GREY SWEATSHIRT, BLACK JEANS"
100030869,F170023644,2017-01-27 12:45:00,Male,White,45,Unknown,Short,Light Brown,Not of Hispanic Origin,"BLUE COAT, BLUE JEANS, BLACK SNEAKERS"
100030974,F170023812,2017-02-08 01:30:00,Male,Black,28,Small,,Dark,Not of Hispanic Origin,
100033216,F170025289,2017-04-05 18:06:00,Male,Unknown,23,Small,,,Unknown,
100033015,F170025171,2017-03-31 16:40:00,Male,White,16,Small,,Light Brown,Unknown,
100032544,F170024871,2017-03-20 17:00:00,Male,Black,25,Small,,Dark,Not of Hispanic Origin,"BLACK JACKET, BLUE JEANS"
100031587,F170024223,2017-02-24 17:07:00,Male,Black,25,Small,,Dark,Not of Hispanic Origin,
100031568,F170024181,2017-02-23 14:45:00,Male,Black,21,Medium,Short,Medium Brown,Not of Hispanic Origin,"BLACK HAT, DARK BLUE HOODIE, BLUE JEANS"
100030818,F170023692,2017-02-02 14:10:00,Male,Black,19,Medium,,Medium Brown,Unknown,WEARING ALL BLACK
100030825,F170023679,2017-01-30 19:30:00,Male,Black,17,Small,,Dark Brown,Not of Hispanic Origin,BLACK HOODIE/ BLUE JEANS
100031271,F170024033,2017-02-18 22:45:00,Male,Black,17,Small,,Dark Brown,Not of Hispanic Origin,"WHITE HOODED SWEATSHIRT WITH BLACK STRIPES, GRAY SWEAT PANTS."
100031228,F170024013,2017-02-17 21:40:00,Male,Black,17,Small,,Dark Brown,Not of Hispanic Origin,"GREY HOODY, BLUE JEANS"
100031417,F170024131,2017-02-21 22:37:00,Male,Black,17,Small,,Dark Brown,Not of Hispanic Origin,"GREEN JACKET, BLUE HOODED SWEATSHIRT, GRAY SWEAT PANTS."
100031688,F170024198,2017-02-23 22:45:00,Male,Black,17,Small,,Dark Brown,Not of Hispanic Origin,"BLACK/WHITE STRIPED HOODIE, GREY SWEATPANTS"
100030125,F170023246,2017-01-16 17:49:00,Male,Black,17,Small,,Dark Brown,Not of Hispanic Origin,"GRAY SWEAT PANTS, BLACK/GRAY HOODED SWEATSHIRT, RED SNEAKERS."
100032082,F170024526,2017-03-06 18:32:00,Male,Black,17,Small,,Dark Brown,Not of Hispanic Origin,"GRAY SWEAT PANTS, RED HOODED SWEATSHIRT."
100033807,F170025620,2017-04-18 18:20:00,Male,Black,22,Medium,,Dark Brown,Unknown,
100031734,F170024302,2017-02-26 04:10:00,Male,Black,30,Medium,,Medium Brown,Not of Hispanic Origin,GREY SWEATSHIRT
100030892,F170023748,2017-02-04 12:29:00,Male,Black,20,Medium,,Dark,Not of Hispanic Origin,
100030597,F170023096,2017-01-11 17:26:00,Male,Black,20,Medium,,Dark,Not of Hispanic Origin,
100033004,F170025092,2017-03-28 19:50:00,Male,Black,20,Small,Short,Light,Not of Hispanic Origin,"GRAY HOODIE, GRAY PANTS, DARK COLORED SOCKS"
100031112,F170023923,2017-02-14 18:30:00,Male,Black,51,Medium,,,,
100033507,F170025359,2017-04-06 19:40:00,Male,Black,18,Small,,Medium Brown,Not of Hispanic Origin,GRAY T SHIRT
100033494,F170025340,2017-04-07 17:08:00,Male,White,21,Medium,,Light Brown,Hispanic Origin,"BLACK JEANS, DARK COLOR HOODED SWEATER"
100033587,F170025349,2017-04-08 11:33:00,Male,Black,50,Medium,,Light Brown,Not of Hispanic Origin,
100032268,F170024675,2017-03-08 17:06:00,Male,Black,61,Medium,,Medium Brown,,
100032739,F170024956,2017-03-23 19:26:00,Male,Black,31,Medium,Short,Medium Brown,,"BLACK HAT, BLACK JACKET WITH HOOD, BLUE JEANS MAROON SNEAKERS"
100033202,F170025231,2017-04-03 14:27:00,Male,Black,19,Small,,Medium Brown,Not of Hispanic Origin,WEARING ALL BLACK
100033244,F170025303,2017-04-06 02:00:00,Male,Unknown,17,Thin,,,,"BLACK SWEATPANTS, GREY HOODED SWEATSHIRT, NIKE FLIP FLOPS WITH BLACK SOCKS"
100032486,F170024810,2017-03-19 03:40:00,Male,Black,28,Medium,Short,Light,Not of Hispanic Origin,"DARK HOODED SWEATER, GRAY AND RED JACKET, JEANS, BACK PACK"
100032094,F170024562,2017-03-08 14:30:00,Male,White,40,,,,Unknown,GREY SWEATSHIRT/SWEATPANTS
100033042,F170025174,2017-03-31 19:01:00,Male,Black,19,Small,,Medium Brown,Not of Hispanic Origin,
100032076,F170023782,2017-02-05 15:00:00,Male,Black,19,Medium,,Medium,Not of Hispanic Origin,GRAY HOODIE/ BLUE JEANS
100030059,F170023230,2017-01-16 14:30:00,Male,Black,19,Medium,Short,Medium,Not of Hispanic Origin,"GRAY ""HARVARD"" HOODIE, GRAY SWEATPANTS

123480"
100030647,F170023600,2017-01-30 00:00:00,Male,Black,19,Medium,,Medium,Not of Hispanic Origin,"BLK T-SHIRT, GRAY SWEAT PANTS"
100030650,F170023572,2017-01-28 22:15:00,Male,Black,19,Medium,,Medium,Not of Hispanic Origin,"BLUE SWEAT PANTS, BROWN JACKET."
100031244,F170024022,2017-02-18 10:30:00,Male,Black,19,Medium,Short,Medium,Not of Hispanic Origin,"BLACK SWEATSHIRT (""LOVE LIVE ATL) ON THE BACK, BLACK PANTS, BLACK SNEAKERS"
100030817,F170023706,2017-02-02 20:40:00,Female,Unknown,34,Thin,,Medium,Unknown,
100030839,F170023735,2017-02-03 00:00:00,Male,Black,22,Muscular,Short,Dark Brown,Not of Hispanic Origin,
100030375,F170023421,2017-01-23 19:15:00,Male,Black,22,Muscular,,Medium,Not of Hispanic Origin,"KNIT BLK HAT, BLK BUBBLE JACKET"
100032994,F170025133,2017-03-30 15:40:00,Male,Black,22,Muscular,,Dark Brown,Not of Hispanic Origin,"BLACK HOODIE, BLUE JEANS"
100032672,F170024868,2017-03-20 18:55:00,Male,Black,22,Muscular,,Dark Brown,Not of Hispanic Origin,
100033600,F170025494,2017-04-13 11:15:00,Male,Black,18,Small,,Light Brown,,"WHOTE T-SHIRT, GREY JEANS"
100033063,F170025150,2017-03-20 00:30:00,Male,White,23,Small,,Light,Not of Hispanic Origin,
100031148,F170023827,2017-02-08 19:35:00,Male,Black,34,Small,,Medium Brown,Not of Hispanic Origin,
100030521,F170023506,2017-01-26 00:00:00,Male,Black,34,Heavy,,Medium Brown,Not of Hispanic Origin,
100031945,F170024457,2017-03-04 11:00:00,Male,Black,34,Heavy,,Medium Brown,Not of Hispanic Origin,
100032419,F170024738,2017-03-15 18:20:00,Male,Black,34,Heavy,Curly,Medium Brown,Not of Hispanic Origin,"BLACK HOODY WITH WHITE STRINGS, BLACK SWEAT PANTS AND BLACK SNEAKERS"
100033586,F170025349,2017-04-08 11:33:00,Male,Black,35,Heavy,,Medium Brown,Not of Hispanic Origin,
100033139,F170025213,2017-04-03 01:26:00,Male,Black,35,Heavy,,Medium Brown,Not of Hispanic Origin,
100031952,F170024434,2017-03-02 00:45:00,Male,White,40,Small,,Light,Not of Hispanic Origin,"BLACK HOODED SWEATER, BLUE JACKET, BLUE JEANS"
100033064,F170025149,2017-03-31 02:20:00,Male,White,41,Small,,Light,Not of Hispanic Origin,"BLACK JACKET, BLUE RUNNING PANTS WITH RED STRIPE"
100032920,F170025073,2017-03-27 21:30:00,Male,White,41,Small,,Light,Not of Hispanic Origin,"GREY AND BLACK WINDBRAKER, BLACK BRUINS SWEATSHIRT, BLACK SWEATPANTS WITH RED STRIPE, BLACK SNEAKERS"
100030708,F170023624,2017-01-28 02:00:00,Male,White,40,Small,,Light,Not of Hispanic Origin,
100030709,F170023625,2017-01-31 01:58:00,Male,White,40,Small,,Light,Not of Hispanic Origin,
100031883,F170024355,2017-02-28 12:40:00,Male,White,40,Small,,Light,Not of Hispanic Origin,"BLACK KNIT CAP, BLACK JACKET, BLACK PANTS, BLACK BOOTS"
100031888,F170024412,2017-03-02 01:02:00,Male,White,40,Small,,Light,Not of Hispanic Origin,
100030932,F170023708,2017-02-01 02:00:00,Male,White,40,Small,,Light,Not of Hispanic Origin,"BLUE JACKET, GREY HOODED SWEATER, BLACK JEANS, BLACK SNEAKERS"
100032077,F170024497,2017-03-06 12:00:00,Male,Black,27,Heavy,,Medium Brown,Not of Hispanic Origin,CAMO SWEATSUIT
100033185,F170025161,2017-03-31 00:00:00,Male,Black,21,Small,,Medium Brown,Not of Hispanic Origin,"GRAY SWEATSHIRT, BLACK SWEATPANTS, BROWN SHOES"
100032867,F170025038,2017-03-26 18:02:00,Male,Black,28,Muscular,,Dark Brown,Not of Hispanic Origin,"BLACK NYLON JACKET, BLUE JEANS"
100033447,F170025434,2017-04-11 19:56:00,Male,Black,18,Medium,,Medium Brown,Not of Hispanic Origin,
100030288,F170023388,2017-01-21 21:00:00,Male,Black,17,Medium,,Medium Brown,Not of Hispanic Origin,"DARK HOODY, BLUE JEANS"
100030887,F170023690,2017-02-02 13:28:00,Male,Black,25,Small,,Dark,Not of Hispanic Origin,"BLACK/RED FLAT BRIM HAT, BLUE ZIP-UP SWEATER, BLACK SWEATPANTS"
100032856,F170025043,2017-03-26 17:44:00,Male,White,21,Heavy,,Light Brown,Hispanic Origin,
100029862,F170023100,2017-01-11 19:17:00,Male,White,21,Heavy,,Light Brown,Hispanic Origin,"BEARD, CREAM-COLORED HOODED SWEATSHIRT"
100032393,F170024645,2017-03-06 09:05:00,Male,Black,34,Muscular,Short,Medium,Not of Hispanic Origin,"BROWN JACKET, GREY PANTS, BLACK SHOES"
100030100,F170023191,2017-01-13 21:45:00,Male,Black,24,Medium,,,,
100033236,F170025264,2017-04-04 19:50:00,Male,Black,26,Medium,,Dark Brown,Unknown,"LONG BLK COAT, TAN HOODIE, GRY SWEATPANTS"
100032681,F170024864,2017-03-20 17:43:00,Male,Black,17,Medium,Braids,Medium Brown,Not of Hispanic Origin,
100032759,F170024988,2017-03-24 18:01:00,Male,Black,17,Medium,Braids,Medium Brown,Not of Hispanic Origin,
100031738,F170024337,2017-02-27 18:10:00,Male,Black,17,Medium,,Medium Brown,Not of Hispanic Origin,"WHITE SHIRT, BLACK SWEATPANTS"
100029613,F170022911,2017-01-04 11:35:00,Male,Black,17,Medium,,Medium Brown,Not of Hispanic Origin,"GREY SWEATSHIRT, GREY SWEATPANTS, WHITE SNEAKERS"
100033570,F170025478,2017-04-13 03:58:00,Male,Black,33,Medium,Short,Medium,Not of Hispanic Origin,"BLACK PUFFY JACKET, GREY T-SHIRT, JEANS"
100030546,F170023522,2017-01-26 13:40:00,Male,Black,34,Medium,,Medium,Not of Hispanic Origin,"GRAY HOODED SWEATER, BLACK JACKET WITH FUR ON THE HOOD, JEANS"
100031542,F170024218,2017-02-24 11:10:00,Male,White,36,Average,Long,,Not of Hispanic Origin,LONG BLACK TRENCH COAT
100032390,F170024727,2017-03-14 01:10:00,Female,White,40,Heavy,,Light,Not of Hispanic Origin,"BLUE JACKET, BLK JEANS"
100031269,F170024030,2017-02-18 20:16:00,Male,Black,30,Medium,,,,"GRAY SWEAT PANTS, GRAY HOODED SWEATSHIRT, WHITE TSHIRT UNDER HOODY, WHITE SNEAKERS, GRAY KNIT WINTER HAT."
100033413,F170025432,2017-04-11 00:00:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,"GREY TEE, WHITE/BLACK ZIP UP, BLACK PANTS, BLACK SHOES"
100033723,F170025591,2017-04-17 18:45:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100033809,F170025620,2017-04-18 18:20:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100033727,F170025592,2017-04-17 18:00:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100033380,F170025429,2017-04-11 18:30:00,Male,Black,25,Medium,Receding / Thin,Medium Brown,Not of Hispanic Origin,
100032666,F170024866,2017-03-20 17:42:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100030890,F170023745,2017-02-04 12:07:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100031616,F170024236,2017-02-24 23:16:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100031481,F170024150,2017-02-22 17:57:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100031753,F170024338,2017-02-27 17:34:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100030633,F170023567,2017-01-28 12:40:00,Male,Black,25,Medium,,Medium Brown,Not of Hispanic Origin,
100030379,F170023421,2017-01-23 19:15:00,Male,Black,19,Thin,,Light Brown,Not of Hispanic Origin,
100032117,F170024336,2017-02-27 18:42:00,Female,Black,15,Medium,Short,Dark Brown,Not of Hispanic Origin,"SHORT HAIR, DARK COMPLEXION, BLK HOODED COAT"
100030933,F170023710,2017-02-03 00:50:00,Male,Black,27,Average,,Brown,Not of Hispanic Origin,"BLACK HOODIE, BLACK TSHIRT, BLACK JEANS, BLACK SNEAKERS"
100030868,F170023756,2017-01-29 10:20:00,Male,Black,25,Medium,Short,Brown,Not of Hispanic Origin,"RED COAT, BLUE JEANS, BLACK SNEAKERS"
100032242,F170024362,2017-02-27 14:30:00,Male,White,41,Small,,Light,Hispanic Origin,
100031278,F170023998,2017-02-17 14:15:00,Male,Black,17,Medium,,Medium Brown,Hispanic Origin,"BLUE SWEATSHIRT, GOLD CHAINS, BLUE JEANS, WHITE/RED JORDAN SNEAKERS"
