fc_num,contact_date,sex,race,age,build,hair_style,skin_tone,ethnicity,otherclothing,deceased,license_state,license_type,frisk/search
FC19000217,2019-09-27 16:53:00.0,Male,Black,25,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,NULL
FC19000008,2019-09-29 00:00:00.0,Male,Black,20,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000008,2019-09-29 00:00:00.0,Male,Black,24,Unknown,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000008,2019-09-29 00:00:00.0,Male,Black,23,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000008,2019-09-29 00:00:00.0,Male,Black,34,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000021,2019-09-29 00:00:00.0,Male,Black,23,Heavy,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000021,2019-09-29 00:00:00.0,Male,Black,16,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000021,2019-09-29 00:00:00.0,Male,Black,15,NULL,NULL,NULL,NULL,NULL,0,NULL,,0
FC19000021,2019-09-29 00:00:00.0,Male,Black,30,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000021,2019-09-29 00:00:00.0,Male,White,25,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000021,2019-09-29 00:00:00.0,Male,Black,25,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000021,2019-09-29 00:00:00.0,Male,Black,19,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000021,2019-09-29 00:00:00.0,Male,Black,18,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000021,2019-09-29 00:00:00.0,Male,Black,15,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000021,2019-09-29 00:00:00.0,Male,Black,31,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000002,2019-09-29 09:00:00.0,Male,Black,19,Heavy,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000001,2019-09-29 09:50:00.0,Male,White,36,Muscular,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000003,2019-09-29 10:21:00.0,Male,Black,30,Heavy,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000004,2019-09-29 11:16:00.0,Male,White,34,NULL,NULL,NULL,Unknown,NULL,0,MA,Class D,0
FC19000005,2019-09-29 12:30:00.0,Female,White,33,NULL,NULL,NULL,NULL,NULL,0,NULL,,0
FC19000015,2019-09-29 16:31:00.0,Male,Black,50,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000007,2019-09-29 16:39:00.0,Male,Black,39,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000007,2019-09-29 16:39:00.0,Male,White,41,NULL,NULL,NULL,Hispanic Origin,NULL,0,NULL,,0
FC19000009,2019-09-29 17:25:00.0,Male,Black,31,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000009,2019-09-29 17:25:00.0,Male,Black,22,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000009,2019-09-29 17:25:00.0,Male,Black,16,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000009,2019-09-29 17:25:00.0,Male,Black,15,NULL,NULL,NULL,NULL,NULL,0,NULL,,0
FC19000009,2019-09-29 17:25:00.0,Male,Black,28,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000011,2019-09-29 17:49:00.0,Male,White,29,NULL,NULL,NULL,Unknown,NULL,0,NULL,,0
FC19000011,2019-09-29 17:49:00.0,Male,White,37,NULL,NULL,NULL,Unknown,NULL,0,NULL,,0
FC19000014,2019-09-29 18:00:00.0,Male,White,23,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000014,2019-09-29 18:00:00.0,Male,Black,22,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000014,2019-09-29 18:00:00.0,Male,Black,17,Heavy,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000019,2019-09-29 18:09:00.0,Male,Black,31,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000019,2019-09-29 18:09:00.0,Male,Black,29,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000019,2019-09-29 18:09:00.0,Male,Black,33,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000019,2019-09-29 18:09:00.0,Male,Black,30,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000012,2019-09-29 18:12:00.0,Female,White,38,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000016,2019-09-29 18:56:00.0,Male,Black,,Medium,Fade,Light Brown,Unknown,NULL,0,NULL,,1
FC19000016,2019-09-29 18:56:00.0,Male,Black,,Small,Bald or Balding,Light Brown,Unknown,NULL,0,NULL,,0
FC19000013,2019-09-29 20:15:00.0,Male,Black,20,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000010,2019-09-29 20:25:00.0,Male,Black,36,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,Class D,0
FC19000017,2019-09-29 20:59:00.0,Male,Black,21,NULL,NULL,NULL,NULL,NULL,0,MA,ID Only - Never had Personal Driver License,0
FC19000017,2019-09-29 20:59:00.0,Male,Black,22,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,ID Only - Never had Personal Driver License,0
FC19000017,2019-09-29 20:59:00.0,Male,Black,21,NULL,NULL,NULL,NULL,NULL,0,MA,Class D,0
FC19000020,2019-09-29 21:40:00.0,Male,Black,50,Muscular,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000018,2019-09-29 21:43:00.0,Male,Black,23,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000018,2019-09-29 21:43:00.0,Male,Black,17,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000018,2019-09-29 21:43:00.0,Male,Black,18,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000022,2019-09-29 22:38:00.0,Female,Other,29,NULL,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000022,2019-09-29 22:38:00.0,Male,Black,29,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000023,2019-09-30 00:00:00.0,Male,White,44,Heavy,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,CDL Class A,0
FC19000041,2019-09-30 00:00:00.0,Male,Black,25,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000026,2019-09-30 00:01:00.0,Female,Black,20,NULL,NULL,NULL,NULL,NULL,0,MA,"ID - Had a License, now has ID",0
FC19000026,2019-09-30 00:01:00.0,Male,Black,29,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000026,2019-09-30 00:01:00.0,Male,Black,26,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,ID Only - Never had Personal Driver License,0
FC19000026,2019-09-30 00:01:00.0,Male,White,57,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,Class D,0
FC19000025,2019-09-30 00:22:00.0,Male,White,45,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,NULL,,NULL
FC19000025,2019-09-30 00:22:00.0,Male,Black,29,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000024,2019-09-30 00:30:00.0,Male,Black,27,Obese,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000028,2019-09-30 01:27:00.0,Male,Black,43,NULL,NULL,NULL,Hispanic Origin,NULL,0,MA,Class D,1
FC19000027,2019-09-30 01:56:00.0,Male,Black,33,Medium,Braided,NULL,Not of Hispanic Origin,NULL,0,MA,Class D,1
FC19000027,2019-09-30 01:56:00.0,Female,Black,22,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,Instruction Permit,1
FC19000030,2019-09-30 08:33:00.0,Female,White,21,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,ID Only - Never had Personal Driver License,0
FC19000062,2019-09-30 09:49:00.0,Male,Black,23,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000031,2019-09-30 10:32:00.0,Male,White,49,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000063,2019-09-30 10:49:00.0,Male,White,24,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,NULL,,0
FC19000053,2019-09-30 11:15:00.0,Male,White,41,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000032,2019-09-30 11:50:00.0,Male,White,41,Heavy,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000032,2019-09-30 11:50:00.0,Male,White,46,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000036,2019-09-30 12:45:00.0,Male,Asian,27,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,Class D,1
FC19000038,2019-09-30 14:00:00.0,Male,Black,26,NULL,NULL,NULL,NULL,NULL,0,MA,Class D,1
FC19000035,2019-09-30 14:20:00.0,Male,Black,18,NULL,NULL,NULL,Unknown,NULL,0,NULL,,1
FC19000035,2019-09-30 14:20:00.0,Male,Black,,NULL,NULL,NULL,Unknown,NULL,0,NULL,,1
FC19000035,2019-09-30 14:20:00.0,Male,White,20,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000034,2019-09-30 14:35:00.0,Male,White,32,Thin,Short,Medium Brown,Hispanic Origin,NULL,0,MA,,1
FC19000037,2019-09-30 15:00:00.0,Male,White,36,NULL,NULL,NULL,NULL,NULL,0,MA,,0
FC19000037,2019-09-30 15:00:00.0,Male,White,49,NULL,NULL,NULL,NULL,NULL,0,NULL,,0
FC19000037,2019-09-30 15:00:00.0,Male,White,42,NULL,NULL,NULL,NULL,NULL,0,MA,,0
FC19000037,2019-09-30 15:00:00.0,Male,White,20,NULL,NULL,NULL,NULL,NULL,0,MA,,0
FC19000048,2019-09-30 16:34:00.0,Female,Black,53,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000048,2019-09-30 16:34:00.0,Female,Black,54,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000042,2019-09-30 16:50:00.0,Male,Black,19,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000043,2019-09-30 18:10:00.0,Male,Black,28,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000043,2019-09-30 18:10:00.0,Female,Black,,NULL,NULL,NULL,NULL,NULL,0,NULL,,0
FC19000044,2019-09-30 18:10:00.0,Male,Black,39,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000054,2019-09-30 18:15:00.0,Female,Black,44,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,Class D,NULL
FC19000054,2019-09-30 18:15:00.0,Male,White,21,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,RI,,NULL
FC19000054,2019-09-30 18:15:00.0,Male,Black,31,Thin,Short,Dark Brown,NULL,NULL,0,MA,,1
FC19000064,2019-09-30 18:30:00.0,Male,White,33,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,Class D,1
FC19000045,2019-09-30 18:41:00.0,Male,Black,20,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000046,2019-09-30 18:45:00.0,Male,White,32,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,1
FC19000047,2019-09-30 19:20:00.0,Male,Black,18,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,1
FC19000047,2019-09-30 19:20:00.0,Male,Black,18,Thin,NULL,Dark Brown,Not of Hispanic Origin,NULL,0,MA,,1
FC19000047,2019-09-30 19:20:00.0,Male,Black,18,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000047,2019-09-30 19:20:00.0,Male,Black,17,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,ID Only - Never had Personal Driver License,1
FC19000051,2019-09-30 20:30:00.0,Male,White,19,Thin,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000052,2019-09-30 21:05:00.0,Male,White,19,Thin,NULL,Light Brown,NULL,NULL,0,MA,,1
FC19000052,2019-09-30 21:05:00.0,Male,Black,41,NULL,NULL,NULL,Unknown,NULL,0,NULL,,1
FC19000065,2019-10-01 00:00:00.0,Male,Black,29,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,NULL,,0
FC19000069,2019-10-01 00:00:00.0,Male,Black,33,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000069,2019-10-01 00:00:00.0,Male,White,25,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,NULL
FC19000077,2019-10-01 00:00:00.0,Male,Black,24,NULL,NULL,NULL,NULL,NULL,0,MA,ID Only - Never had Personal Driver License,1
FC19000077,2019-10-01 00:00:00.0,Male,Black,23,Medium,Short,Medium Brown,NULL,NULL,0,MA,,1
FC19000077,2019-10-01 00:00:00.0,Male,White,19,Heavy,Dreadlocks,Medium Brown,Hispanic Origin,NULL,0,MA,,1
FC19000060,2019-10-01 00:00:00.0,Male,Black,33,Stocky,Braided,Light Brown,Not of Hispanic Origin,NULL,0,MA,,0
FC19000094,2019-10-01 00:00:00.0,Male,Black,28,Medium,Short,NULL,NULL,NULL,0,MA,,1
FC19000103,2019-10-01 00:00:00.0,Unknown,NULL,,NULL,NULL,NULL,NULL,NULL,0,NULL,,0
FC19000106,2019-10-01 00:00:00.0,Male,Black,25,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000108,2019-10-01 00:00:00.0,Male,Black,30,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000098,2019-10-01 00:00:00.0,Male,Black,60,NULL,NULL,NULL,NULL,NULL,0,MA,,0
FC19000055,2019-10-01 01:00:00.0,Male,Black,28,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000056,2019-10-01 01:00:00.0,Male,Black,28,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000061,2019-10-01 01:12:00.0,Male,Black,21,NULL,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000061,2019-10-01 01:12:00.0,Male,Black,16,NULL,NULL,NULL,Hispanic Origin,NULL,0,NULL,,0
FC19000058,2019-10-01 01:45:00.0,Male,White,32,NULL,NULL,NULL,NULL,NULL,0,MA,Class D,1
FC19000058,2019-10-01 01:45:00.0,Female,Black,30,Thin,NULL,Medium,NULL,NULL,0,GA,,1
FC19000059,2019-10-01 04:30:00.0,Male,Black,30,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,CA,ID Only - Never had Personal Driver License,1
FC19000071,2019-10-01 08:06:00.0,Male,Unknown,28,Medium,Short,Dark Brown,NULL,NULL,0,MA,,1
FC19000071,2019-10-01 08:06:00.0,Male,Black,28,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000072,2019-10-01 09:57:00.0,Male,Black,22,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000072,2019-10-01 09:57:00.0,Female,White,26,NULL,NULL,NULL,Hispanic Origin,NULL,0,MA,Personal Driver License,NULL
FC19000066,2019-10-01 10:30:00.0,Male,White,52,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000068,2019-10-01 12:44:00.0,Female,Black,30,Thin,NULL,Medium Brown,Not of Hispanic Origin,NULL,0,MA,ID Only - Never had Personal Driver License,NULL
FC19000068,2019-10-01 12:44:00.0,Male,Black,30,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000086,2019-10-01 16:30:00.0,Female,Black,64,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000086,2019-10-01 16:30:00.0,Female,Black,63,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000091,2019-10-01 16:45:00.0,Male,Black,34,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000091,2019-10-01 16:45:00.0,Female,Black,67,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,NULL,,0
FC19000074,2019-10-01 16:50:00.0,Male,White,40,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000089,2019-10-01 16:52:00.0,Male,White,39,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000096,2019-10-01 18:00:00.0,Male,Black,20,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000096,2019-10-01 18:00:00.0,Male,Black,27,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000096,2019-10-01 18:00:00.0,Male,Black,28,Heavy,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000096,2019-10-01 18:00:00.0,Male,Black,23,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000079,2019-10-01 18:00:00.0,Male,Black,31,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000100,2019-10-01 18:08:00.0,Male,Black,21,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000100,2019-10-01 18:08:00.0,Male,Black,17,Heavy,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000100,2019-10-01 18:08:00.0,Male,Black,20,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000100,2019-10-01 18:08:00.0,Male,Black,22,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000100,2019-10-01 18:08:00.0,Male,Black,29,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000100,2019-10-01 18:08:00.0,Male,Black,37,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000100,2019-10-01 18:08:00.0,Male,Black,22,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000100,2019-10-01 18:08:00.0,Male,White,18,NULL,NULL,NULL,Hispanic Origin,NULL,0,NULL,,0
FC19000083,2019-10-01 18:10:00.0,Male,Black,27,Heavy,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000090,2019-10-01 18:30:00.0,Male,Black,24,Unknown,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000090,2019-10-01 18:30:00.0,Male,Black,17,NULL,NULL,NULL,Unknown,NULL,0,NULL,,0
FC19000090,2019-10-01 18:30:00.0,Male,Black,24,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000090,2019-10-01 18:30:00.0,Male,Black,20,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000085,2019-10-01 18:32:00.0,Male,Black,29,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,Class D,0
FC19000095,2019-10-01 18:45:00.0,Male,Black,19,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000095,2019-10-01 18:45:00.0,Male,Black,24,NULL,NULL,NULL,Unknown,NULL,0,NULL,,0
FC19000084,2019-10-01 18:50:00.0,Male,Black,27,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000082,2019-10-01 19:05:00.0,Male,Black,18,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000104,2019-10-01 19:26:00.0,Male,Black,17,NULL,NULL,NULL,NULL,NULL,0,NULL,,0
FC19000104,2019-10-01 19:26:00.0,Male,Black,20,NULL,NULL,NULL,NULL,NULL,0,MA,,0
FC19000104,2019-10-01 19:26:00.0,Male,Black,21,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000092,2019-10-01 19:45:00.0,Male,Black,22,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000088,2019-10-01 20:00:00.0,Male,Black,34,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,NULL,,1
FC19000088,2019-10-01 20:00:00.0,Male,Black,58,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000128,2019-10-01 20:00:00.0,Male,Black,37,Thin,NULL,Dark Brown,Not of Hispanic Origin,NULL,0,MA,,0
FC19000087,2019-10-01 20:15:00.0,Female,Black,45,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000087,2019-10-01 20:15:00.0,Female,White,41,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000130,2019-10-01 20:24:00.0,Male,White,36,Medium,Short,Light,Not of Hispanic Origin,NULL,0,MA,,0
FC19000130,2019-10-01 20:24:00.0,Male,White,50,Thin,Bald or Balding,Light,Not of Hispanic Origin,NULL,0,MA,,0
FC19000102,2019-10-01 20:30:00.0,Male,Black,17,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,ID Only - Never had Personal Driver License,0
FC19000102,2019-10-01 20:30:00.0,Male,Black,22,Heavy,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000099,2019-10-01 20:42:00.0,Male,Black,39,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000099,2019-10-01 20:42:00.0,Male,Black,39,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000093,2019-10-01 21:00:00.0,Male,White,23,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000093,2019-10-01 21:00:00.0,Male,White,30,NULL,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000093,2019-10-01 21:00:00.0,Male,Black,28,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000093,2019-10-01 21:00:00.0,Male,Black,32,Medium,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000093,2019-10-01 21:00:00.0,Male,Black,25,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,ID Only - Never had Personal Driver License,0
FC19000112,2019-10-01 22:36:00.0,Female,Black,44,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,NULL
FC19000112,2019-10-01 22:36:00.0,Male,Black,30,Thin,NULL,NULL,Hispanic Origin,NULL,0,MA,,1
FC19000112,2019-10-01 22:36:00.0,Male,Black,52,NULL,NULL,NULL,Unknown,NULL,0,MA,,1
FC19000112,2019-10-01 22:36:00.0,Male,Black,43,Thin,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000105,2019-10-01 22:45:00.0,Male,Black,24,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,1
FC19000105,2019-10-01 22:45:00.0,Male,Black,20,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,NULL,,1
FC19000113,2019-10-01 23:09:00.0,Male,Black,19,Heavy,Braided,Medium Brown,NULL,NULL,0,MA,Class D,1
FC19000113,2019-10-01 23:09:00.0,Male,Black,21,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,ID Only - Never had Personal Driver License,1
FC19000113,2019-10-01 23:09:00.0,Male,Black,19,NULL,NULL,NULL,Unknown,NULL,0,MA,Class D,1
FC19000116,2019-10-02 00:45:00.0,Female,Unknown,26,NULL,NULL,NULL,NULL,NULL,0,NULL,,0
FC19000118,2019-10-02 00:50:00.0,Male,White,32,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,CA,,0
FC19000119,2019-10-02 00:59:00.0,Male,Asian,31,Medium,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000114,2019-10-02 01:00:00.0,Male,Black,31,NULL,NULL,NULL,Unknown,NULL,0,MA,Class D,0
FC19000117,2019-10-02 02:00:00.0,Male,White,25,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,NULL,,0
FC19000117,2019-10-02 02:00:00.0,Male,White,39,NULL,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,,0
FC19000117,2019-10-02 02:00:00.0,Male,Black,21,Thin,NULL,NULL,Hispanic Origin,NULL,0,MA,,0
FC19000120,2019-10-02 02:10:00.0,Male,Black,22,Thin,NULL,NULL,Not of Hispanic Origin,NULL,0,MA,ID Only - Never had Personal Driver License,1
