"recnum","fc_num","contact_date","sex","race","age","build","hair_style","complexion","ethnicity","otherclothing"
"100007354","F150007439","2015-08-19 21:50:00.0000000","Male","Black","20","Medium","","Medium","","GRAY PANTS; BLACK TSHIRT"
"100007682","F150007786","2015-10-18 11:00:00.0000000","Male","Black","28","Medium","Afro","Medium","Not of Hispanic Origin","BLACK JACKET, BLACK SWEAT PANTS, BROWN BOOTS, BEARD, STUB EARRING IN LEFT EAR."
"100008621","F150008557","2015-08-16 18:30:00.0000000","Male","White","26","Medium","","Light Brown","","HISPANIC
WHITE TSHIRT, BLACK SWEATS"
"100004996","F150005271","2015-08-06 17:30:00.0000000","Male","White","37","Medium","","Light","Not of Hispanic Origin","GREEN T SHIRT, GREY CARGO SHORTS"
"100009864","F150009577","2015-09-14 10:35:00.0000000","Male","Black","27","Medium","Braids","Medium Brown","Not of Hispanic Origin","CAPE VERDEAN
GOATEE
BLACK HOODIE, BLACK PANTS, BLACK SNEAKERS"
"100010896","F150010367","2015-09-05 23:45:00.0000000","Male","Black","21","Small","","Medium","","BLACK HOODY, BLACK PANTS"
"100007537","F150007615","2015-08-21 12:25:00.0000000","Male","Black","26","Small","","Light","Not of Hispanic Origin","GOATEE; RED SOX CAP; WHITE TSHIRT;  SWEATPANTS"
"100007882","F150007918","2015-09-22 10:30:00.0000000","Male","White","42","Small","","Light","Not of Hispanic Origin","GOATEE
GRAY THURMAY BOX PANTS"
"100014851","F160013202","2015-08-03 22:45:00.0000000","Male","Black","31","Medium","","Light Brown","","CAPE VERDEAN
BEARD
BLACK TSHIRT, MULTI COLORED BAITHING SUIT"
"100015963","F160014119","2015-08-05 10:10:00.0000000","Male","Black","24","Unknown","","Dark Brown","","LOOSE BRAIDS; RED SHIRT"
"100008102","F150008106","2015-10-17 19:30:00.0000000","Male","Black","22","Medium","Short","Medium","","BLACK COAT, BLUE JEANS"
"100008595","F150008445","2015-08-13 18:50:00.0000000","Male","Black","22","Medium","","Medium","","RED TANK TOP; RED SHORTS"
"100007338","F150007430","2015-08-08 00:00:00.0000000","Male","Black","22","Medium","","Medium","","WHITE SHIRT, RIPPED JEANS"
"100009574","F150009357","2015-09-29 00:45:00.0000000","Male","Black","25","Small","Braids","Dark","Not of Hispanic Origin","BLACK MIAMI HEAT CAP, BRAIDS, WHITE T-SHIRT, BLACK PANTS, RED SNEAKERS"
"100010343","F150009982","2015-09-08 21:30:00.0000000","Male","Black","36","Heavy","","Medium","Not of Hispanic Origin","BEARD, BLACK T-SHIRT, BLACK PANTS, HAT"
"100010593","F150010144","2015-09-07 18:25:00.0000000","Male","Black","36","Heavy","","Medium","Not of Hispanic Origin","LIGHT BEARD, LIGHT BLUE ""BROMLEY"" T-SHIRT, BLUE SHORTS"
"100005702","F150005973","2015-08-14 22:23:00.0000000","Female","Unknown","20","","","Light","","ADIDAS GREY COAT, JEANS"
"100015647","F160013783","2015-08-04 12:30:00.0000000","Male","Black","24","Unknown","Braids","Dark Brown","","MARRON SHIRT, CARGO SHORTS"
"100014869","F160013215","2015-08-04 12:50:00.0000000","Male","Black","32","Medium","","Dark Brown","Not of Hispanic Origin","WHITE TSHIRT, JEANS"
"100010355","F150009973","2015-10-01 20:25:00.0000000","Male","Black","32","Medium","","Dark Brown","Not of Hispanic Origin","GRAY SWEATSHIRT"
"100007399","F150007496","2015-08-22 17:43:00.0000000","Male","Black","32","Medium","","Medium","Not of Hispanic Origin","BEARD
GRAY T, BLUE JEANS"
"100005960","F150006174","2015-09-10 02:55:00.0000000","Male","Black","32","Medium","","Medium","Not of Hispanic Origin","BLACK SHIRT,BLACK PANTS"
"100005406","F150005690","2015-08-19 21:50:00.0000000","Male","Black","32","Medium","","Medium","Not of Hispanic Origin",""
"100010333","F150009962","2015-09-08 21:30:00.0000000","Male","Black","28","Small","","Medium","Not of Hispanic Origin","MULTI-COLOR SHIRT/JEANS"
"100008124","F150008168","2015-08-14 01:30:00.0000000","Male","Black","28","Small","Braids","Medium","Not of Hispanic Origin","CORNROWS"
"100009047","F150008864","2015-10-30 22:00:00.0000000","Male","Black","37","Small","Short","Medium","Not of Hispanic Origin","RED SOX HAT, RED SWEATSHIRT"
"100007991","F150008011","2015-10-16 10:06:00.0000000","Male","Black","47","Medium","","Dark Brown","Not of Hispanic Origin","BLUE JACKET AND BLACK JEANS"
"100016171","F160014164","2015-08-28 21:20:00.0000000","Male","Black","29","Medium","","Medium Brown","Hispanic Origin","LIGHT BEARD ON CHIN; RED TANK TOP BLACK SHORTS"
"100014863","F160013207","2015-08-03 17:42:00.0000000","Female","Black","28","Medium","Braids","Medium","","YELLOW/BLUE SHIRT, SHORTS, BLUE FLIP FLOPES"
"100006742","F150006851","2015-10-06 01:10:00.0000000","Male","Black","31","Heavy","","Dark","Not of Hispanic Origin","BLACK AND RED MIAMI HEAT BASEBALL HAT, GREY AND BLUE STRIPED HOODED SWEATSHIRT, GREY JEANS"
"100003337","F150003997","2015-07-07 19:45:00.0000000","Male","Black","31","Heavy","Braids","Dark","Not of Hispanic Origin","BASEBALL HAT, WHITE SHIRT, DARK SHORTS"
"100012868","F160011762","2015-07-16 16:10:00.0000000","Male","Black","15","Small","Short","Dark Brown","","WHITE TSHIRT, BLUE JEANS"
"100005017","F150005015","2015-08-01 11:30:00.0000000","Male","White","33","Medium","Curly","Light","Unknown","BLACK SHIRT, JEANS"
"100016284","F160014271","2015-07-04 22:30:00.0000000","Male","Black","19","Medium","Braids","Medium","Hispanic Origin","HISPANIC
WHITE TSHIRT, BLUE JEANS"
"100006506","F150003744","2015-06-03 01:00:00.0000000","Male","Black","30","Unknown","Short","Dark","","BLACK SNEAKERS, CAMMIE PANTS, BLACK LEATHER JACKET, CAMMIE BALL CAP W ""BLACK HAWKS LOGO"""
"100002645","F150003433","2015-05-17 00:45:00.0000000","Male","Black","30","Unknown","","Dark","","FACIAL HAIR/ PTT PIRATES HAT (BLK), RED SWEAT SHIRT, JEANS, BROWN SNEAKERS"
"100003101","F150003873","2015-07-02 19:21:00.0000000","Male","Black","30","Medium","Receding / Thin","Medium","Unknown","BLUE POLO, BLUE BOSTON HAT, BLUE JEANS"
"100003256","F150003950","2015-07-06 14:25:00.0000000","Male","White","35","Medium","Long","Light","Not of Hispanic Origin","WHITE SHIRT, BLUE SHORTS"
"100006651","F150006765","2015-06-27 01:41:00.0000000","Male","Black","23","Small","","","",""
"100013335","F160011972","2015-07-19 19:15:00.0000000","Male","Black","24","Medium","","Medium","","BLACK TSHIRT, BLACK PANTS"
"100006617","F150006746","2015-06-23 18:30:00.0000000","Male","Black","22","Small","","Medium","",""
"100011670","F150010949","2015-07-24 19:20:00.0000000","Male","Black","30","Medium","","Dark Brown","","RED HAT, JEAN JACKET, WHITE T-SHIRT"
"100015631","F160013774","2015-07-31 10:35:00.0000000","Male","Black","28","Medium","","Medium Brown","Not of Hispanic Origin","BLACK/YELLOW SHIRT, BLUE JEANS"
"100002728","F150003476","2015-06-09 19:00:00.0000000","Male","Black","20","","","Dark","Not of Hispanic Origin","MAROON HAT (CAVS), BLACK HOODY 
** THETFORD ACT"
"100016299","F160014360","2015-07-21 22:45:00.0000000","Male","Black","21","Small","","Light Brown","Hispanic Origin","WHITE TANK TOP, BLACK GYM SHORTS"
"100012298","F150011390","2015-12-25 21:30:00.0000000","Female","Black","24","Small","","Light","Not of Hispanic Origin","GIRLFRIEND OF ZAN CHEEK, ONE CHILD IN COMMON"
"100011086","F150010471","2015-11-30 22:32:00.0000000","Male","Black","33","Heavy","","Medium","Not of Hispanic Origin","DARK COLORED JACKET, BLACK JEANS"
"100012284","F150011349","2015-12-23 13:50:00.0000000","Female","Black","57","Small","","Dark","","BLUE JACKET, BLUE HOODED SWEATSHIRT, LIGHT BLUE PANTS"
"100009256","F150009089","2015-11-03 19:30:00.0000000","Male","Black","25","Medium","","Medium Brown","",""
"100010681","F150010197","2015-11-21 00:54:00.0000000","Male","Black","31","Medium","","Light Brown","Not of Hispanic Origin","YELLOW/BLK BRUINS CAP, BLK BUBBLE VEST, GREY HOODIE, DARK COLORED JEANS"
"100011618","F150010930","2015-12-11 12:40:00.0000000","Male","White","32","Average","Bald","Light","Not of Hispanic Origin","WINTER HAT, BLUE TIMBERLAND HOODY, BLUE JEANS"
"100012695","F150011410","2015-12-27 21:01:00.0000000","Male","Black","19","Small","","Dark","",""
"100009789","F150009486","2015-11-07 08:50:00.0000000","Male","White","55","Average","Short","Light","","RED SHIRT, BLUE JEANS, BROWN BOOTS"
"100011741","F150010988","2015-12-12 03:03:00.0000000","Male","Black","49","Small","","Medium Brown","","WEARING A BLACK COAT AND GRAY PANTS WITH GRAY KNIT HAT ON"
"100011465","F150010553","2015-12-02 22:04:00.0000000","Male","Black","29","Medium","","Medium Brown","Not of Hispanic Origin","BLACK JACKET, BLACK ""REDSKINS"" HAT, WHITE TSHIRT, BLACK SNEAKERS, BLACK BACKPACK."
"100011464","F150010553","2015-12-02 22:04:00.0000000","Male","Black","30","Small","","Medium","Not of Hispanic Origin","BLACK JACKET, GRAY HOODED SWEATSHIRT, GRAY SWEATPANTS, BROWN BOOTS, TAN KNIT HAT."
"100012304","F150011420","2015-12-28 02:10:00.0000000","Male","Black","23","Small","","Medium Brown","",""
"100010827","F150010205","2015-11-21 01:10:00.0000000","Male","Black","29","Medium","Short","Medium Brown","Not of Hispanic Origin",""
"100012425","F150011455","2015-12-29 18:02:00.0000000","Male","Unknown","23","Medium","Braids","Light Brown","Unknown","GRAY HOODIE, GRAY SWEAT PANTS"
"100006743","F150006852","2015-10-06 01:10:00.0000000","Male","Black","31","Heavy","","Dark","Not of Hispanic Origin","BLACK AND RED MIAMI HEAT BASEBALL HAT, GREY AND BLUE STRIPED HOODED SWEATSHIRT, GREY JEANS"
"100006821","F150006939","2015-10-07 01:30:00.0000000","Male","Black","19","Small","","Dark","",""
"100005254","F150005484","2015-08-13 16:20:00.0000000","Male","Black","29","Medium","","Medium","","BLACK SHIRT, SUNGLASSES"
"100004968","F150005304","2015-08-07 18:42:00.0000000","Male","White","27","Medium","Short","Medium","","WHITE POLO SHIRT, BLUE JEANS"
"100008093","F150008097","2015-08-12 23:50:00.0000000","Male","Black","23","Medium","","Dark","Not of Hispanic Origin","GOATEE, WHITE CAP, BLUE SHIRT, TAN PANTS"
"100011265","F150010623","2015-08-29 00:15:00.0000000","Male","Black","19","Medium","","Medium","Hispanic Origin","HISPANIC
TAN POLO , TAN CARGO SHORTS
BEARD AND MUSTACHE"
"100005065","F150005430","2015-08-11 22:20:00.0000000","Male","White","27","Medium","","Medium","","WHITE T SHIRT, BLUE JEANS"
"100007126","F150007274","2015-10-12 02:20:00.0000000","Male","Black","28","Medium","Long","Medium Brown","Not of Hispanic Origin","BLACK LEATHER JACKET, WHITE TSHIRT, GREEN PANTS, BLACK AND GOLD JORDANS (SNEAKERS)"
"100016277","F160014332","2015-09-05 00:20:00.0000000","Male","Black","31","Small","","Medium","",""
"100006583","F150006676","2015-09-30 17:14:00.0000000","Male","Unknown","36","Medium","","Medium","Not of Hispanic Origin","WHITE T-SHIRT, BLACK PANTS"
"100007227","F150007230","2015-10-10 10:30:00.0000000","Male","White","55","Medium","","Light","",""
"100008532","F150008461","2015-08-14 23:30:00.0000000","Male","White","21","Medium","Braids","Light Brown","","HISPANIC
CORNROWS
BLACK TSHIRT, BLUE JEANS"
"100005897","F150006139","2015-09-08 09:50:00.0000000","Male","White","34","Medium","Short","Light","","BLUE BASEBALL CAP, RED REDSOX SHIRT, BLACK SHORTS."
"100006494","F150006614","2015-09-28 22:40:00.0000000","Male","Black","23","Small","","Dark","Not of Hispanic Origin","BLACK T-SHIRT/ BLUE JEANS"
"100005044","F150005338","2015-08-10 18:29:00.0000000","Female","White","35","Medium","Long","Light","","BLACK TANK TOP, BLACK LEGGINGS"
"100006064","F150006292","2015-09-16 00:00:00.0000000","Male","Black","51","Medium","","Dark Brown","",""
"100005407","F150005690","2015-08-19 21:50:00.0000000","Male","Black","22","Medium","","Medium Brown","Not of Hispanic Origin",""
"100006094","F150006287","2015-09-16 00:00:00.0000000","Male","Black","31","Small","","Dark","Not of Hispanic Origin","GRAY SHIRT AND GRAY PANTS"
"100010155","F150009816","2015-09-23 12:40:00.0000000","Male","Black","33","Heavy","","Medium Brown","Hispanic Origin","BIG BEARD
WHITE T-SHIRT, GRAY SWEATPANTS"
"100016191","F160014204","2015-08-26 10:00:00.0000000","Male","Black","32","Heavy","","Medium Brown","Hispanic Origin","BLACK TSHIRT; JEANS"
"100015682","F160013835","2015-08-28 23:45:00.0000000","Male","Black","25","Small","","Medium","Not of Hispanic Origin","TATTOOS ON FACE; DREDS; WHITE SHIRT"
"100017179","F160014991","2015-08-26 22:48:00.0000000","Male","Black","25","Small","Braids","Medium","Not of Hispanic Origin","PONYTAIL; BRAIDS; ACE BANDAGE ON ARM; BLUE TSHIRT; BLUE SHORTS"
"100008015","F150008032","2015-10-20 21:50:00.0000000","Male","Black","25","Small","Braids","Dark Brown","Not of Hispanic Origin","RED MIAMI HEAT HAT, DYED BLOND TIPS TO DREDS, WHITE T-SHIRT, RED PANTS, TATTOOS ON FACE AND FOREHEAD"
"100005069","F150005400","2015-08-12 13:05:00.0000000","Male","Black","25","Small","","Dark Brown","Not of Hispanic Origin","YELLOW T-SHIRT, SNEAKERS, BLUE JEANS"
"100006046","F150006255","2015-09-15 00:25:00.0000000","Male","Black","38","Unknown","Short","Dark Brown","","BLUE WINDBREAKER, BLUE JEANS"
"100011261","F150010625","2015-08-28 22:25:00.0000000","Male","Black","32","Medium","Bald","Dark Brown","","BLACK CAP, WHITE TSHIRT, GRAY JEANS"
"100009167","F150008950","2015-10-14 16:00:00.0000000","Male","Black","33","Medium","Bald","Dark Brown","","BLK SHIRT, BLK JEANS"
"100004960","F150005292","2015-08-05 12:30:00.0000000","Male","Black","32","Heavy","Short","Medium Brown","Hispanic Origin",""
"100016945","F160014698","2015-07-02 17:50:00.0000000","Male","Black","28","Thin","","Medium Brown","Unknown","MUSTACHE, GOATEE, 
RED/WHITE.BLUE POLO SHIRT, CAMO SHORT PANT, RED SNEAKERS"
"100003544","F150004274","2015-07-18 02:10:00.0000000","Male","Black","23","Small","Short","Medium Brown","Unknown",""
"100013432","F160012088","2015-05-17 02:20:00.0000000","Male","Black","26","Small","","Medium Brown","Not of Hispanic Origin","WHITE TSHIRT, WHITE PANTS"
"100014128","F160012646","2015-05-20 18:40:00.0000000","Male","Black","26","Small","","Medium Brown","Not of Hispanic Origin","BLACK HOODY, BLACK JEANS, BLACK CAP"
"100017341","F160015129","2015-06-03 15:47:00.0000000","Male","Black","26","Small","","Medium Brown","Not of Hispanic Origin",""
"100002735","F150003524","2015-06-22 00:25:00.0000000","Male","Black","34","Medium","Straight","Medium Brown","Not of Hispanic Origin","WHITE AND BLACK STRIPED DRESS WITH SANDALS"
"100004992","F150004620","2015-07-25 19:32:00.0000000","Male","Black","25","Small","Braids","Dark Brown","Not of Hispanic Origin","TATTOO ON FOREHEAD, BLACK MONEY GANG SHIRT, JEANS, LONG BRAIDS"
"100013405","F160012220","2015-05-21 20:00:00.0000000","Male","Black","24","Medium","","","","HISPANIC"
"100014653","F160012983","2015-05-23 17:40:00.0000000","Male","Black","32","Medium","","Dark Brown","","SOX HAT, WHITE TSHIRT, GRAY SWEATS"
"100004733","F150005203","2015-06-17 14:50:00.0000000","Male","Black","32","Medium","","Dark Brown","","BLUE T-SHIRT/ BLUE JEANS"
"100016503","F160014537","2015-07-21 18:35:00.0000000","Male","White","36","Medium","","Light","",""
"100011666","F150010943","2015-07-25 18:00:00.0000000","Male","Black","30","Small","","Medium","Not of Hispanic Origin",""
"100014824","F160013178","2015-07-29 18:15:00.0000000","Male","Black","30","Average","","Medium","Not of Hispanic Origin","WHITE SHIRT, BLACK SHORTS"
"100017351","F160015135","2015-07-21 18:50:00.0000000","Male","Black","26","Thin","","Medium Brown","Not of Hispanic Origin","""RADIERS' CAP, WHITE TSHIRT, BLACK SHORTS"
"100002684","F150003482","2015-06-20 01:14:00.0000000","Male","Black","25","Medium","","Medium Brown","Not of Hispanic Origin","BLACK JACKET"
"100010596","F150010134","2015-09-07 18:15:00.0000000","Male","Black","30","Small","","Medium","Not of Hispanic Origin","BLACK T-SHIRT, JEANS"
"100010348","F150009984","2015-09-08 19:15:00.0000000","Male","Black","30","Small","","Medium","Not of Hispanic Origin","BLACK T-SHIRT, JEANS"
"100008619","F150008558","2015-08-16 20:15:00.0000000","Male","Black","30","Small","","Medium","Not of Hispanic Origin","WHITE ""MONEY GANG"" TSHIRT, BLACK PANTS"
"100008326","F150008320","2015-10-25 01:27:00.0000000","Male","Black","26","Medium","","Medium Brown","Not of Hispanic Origin","BLK COAT, DARK GREY HOODY"
"100010169","F150009829","2015-09-09 11:15:00.0000000","Male","Black","26","Medium","","Medium Brown","Not of Hispanic Origin","BLUE HOODIE, GRAY SWEATPANTS"
"100005971","F150006190","2015-09-10 06:40:00.0000000","Male","Black","26","Medium","","Medium Brown","Not of Hispanic Origin","MAROON/GOLD WASHINGTON REDSKINS HAT, HOODIE WITH BLUE AND WHITE HORIZONTAL STIPES (WHICH LOOK GRAY FROM AS CLOSE AS 10') AND BLUE JEANS."
"100006624","F150006731","2015-10-02 00:49:00.0000000","Male","Black","32","Medium","","Dark","","GRAY SWEATSHIRT,BLUE J"
"100006107","F150006303","2015-09-13 02:15:00.0000000","Male","Black","23","Small","","Dark","","BLACK HOODIE, BLUE JEANS"
"100007885","F150007925","2015-09-17 12:30:00.0000000","Male","Black","23","Small","","Dark","",""
"100007675","F150007725","2015-10-17 01:00:00.0000000","Male","Black","27","Medium","","Dark Brown","","RED HOODIE, RED HAT, BLUE JEANS"
"100004998","F150005070","2015-08-03 11:00:00.0000000","Male","White","54","Medium","Short","Light","Not of Hispanic Origin","GREEN SHIRT, BLACK PANTS, BLACK SNEAKERS"
"100010945","F150010396","2015-09-05 23:00:00.0000000","Male","Black","24","Medium","","Medium Brown","","BLACK T SHIRT, BLUE JEANS"
"100005564","F150005648","2015-08-20 02:30:00.0000000","Male","Black","21","Heavy","","Dark","",""
"100007729","F150007768","2015-10-18 00:33:00.0000000","Male","Black","23","Thin","Long","Dark Brown","Not of Hispanic Origin","BLACK AND WHITE HOODED SWEATSHIRT, RED SHIRT UNDERNEITH, DARK BLUE JEANS, RED AND WHITE BELT, RED AND BLACK I PHONE 5 CLIPPED ON HIS BELT ON HIS RIGHT HIP, BLACK AIR FORCE ONE NIKE SNEAKERS"
"100009200","F150009045","2015-11-02 18:20:00.0000000","Male","Black","33","Medium","","Dark Brown","","REDSOX CAP, BLK TSHIRT W/LEATHER SHOULDERS, BLK JEANS"
"100009506","F150009322","2015-11-05 20:05:00.0000000","Male","Black","23","Medium","","Light","Hispanic Origin","WHITE SHIRT, BLACK JEANS"
"100011081","F150010463","2015-11-30 18:45:00.0000000","Male","Black","26","Small","Short","Medium Brown","Not of Hispanic Origin",""
"100011418","F150010746","2015-12-06 02:05:00.0000000","Male","Black","26","Small","Bald","Medium Brown","Not of Hispanic Origin",""
"100010114","F150009771","2015-11-13 23:00:00.0000000","Male","Black","30","Small","","Medium","Not of Hispanic Origin","BLK MIAMI HEAT HAT, BLK SWEATSHIRT"
"100010701","F150010201","2015-11-21 02:00:00.0000000","Male","Black","24","Small","Curly","Light","","BLUE JEAN SHIRT, BLACK JACKET WITH ""SOX"" WRITTEN ON IT, BLUE JEANS"
"100010861","F150010336","2015-11-25 01:43:00.0000000","Male","Black","34","Heavy","","Medium Brown","",""
"100011782","F150011020","2015-12-13 19:17:00.0000000","Male","Unknown","23","Obese","Short","Medium Brown","",""
"100010273","F150009925","2015-11-14 22:30:00.0000000","Male","Black","28","Unknown","","Dark Brown","Not of Hispanic Origin","BLK HOODY"
"100010196","F150009671","2015-11-11 21:56:00.0000000","Male","Black","28","Unknown","Short","Dark Brown","Not of Hispanic Origin","GRAY HOODY, BLUE JEANS, BROWN SNEAKERS, BROWN ""B"" (REDSOX) HAT."
"100010954","F150010418","2015-11-28 23:45:00.0000000","Male","Black","27","Medium","","Dark Brown","","GRAY HOODED SWEATSHIRT, BLUE BALL CAP"
"100010030","F150009689","2015-11-12 18:14:00.0000000","Male","Black","28","Medium","","Dark Brown","","BLACK HAT, BLUE COAT, BLACK PANTS"
"100009799","F150009481","2015-11-08 11:10:00.0000000","Male","White","36","Thin","","Light","Not of Hispanic Origin",""
"100011412","F150010458","2015-11-30 18:50:00.0000000","Male","Black","21","Medium","Braids","Dark","",""
"100012112","F150011301","2015-12-22 03:15:00.0000000","Male","Black","22","Medium","Short","Medium","","BLACK SWEATSHIRT, BLACK SWEATPANTS, SNEAKERS"
"100004518","F150004971","2014-12-28 01:30:00.0000000","Male","Black","22","Heavy","","Medium","",""
"100012308","F150011411","2015-12-27 18:45:00.0000000","Male","Black","43","Heavy","Bald","Medium Brown","","PRIOR FIREARM ARRESTS
PRIOR DRUG ARRESTS"
"100013387","F160012214","2015-05-17 18:30:00.0000000","Male","Black","27","Medium","","Dark Brown","Not of Hispanic Origin","BLUE SWEATSUIT WITH YELLOW WRITING"
"100006626","F150006752","2015-06-26 18:15:00.0000000","Male","Black","27","Medium","","Dark Brown","Not of Hispanic Origin","RED SHORTS. WHITE T SHIRT"
"100008257","F150008275","2015-06-13 15:30:00.0000000","Male","Black","27","Medium","","Dark Brown","","BEARD
RED/BLACK HAWKS HAT, WHITE TSHIRT, BLUE JEANS"
"100003808","F150004478","2015-06-26 17:52:00.0000000","Male","Black","28","Medium","","Medium","Not of Hispanic Origin","WHITE T-SHIRT, GREY PANTS, RED SNEAKERS"
"100015997","F160013961","2015-06-27 19:45:00.0000000","Male","Black","23","Small","","Dark","","BLACK HAT, BLACK/WHITE SHIRT, BLUE JEANS"
"100003266","F150004010","2015-07-08 10:06:00.0000000","Female","White","47","Heavy","","Light","Not of Hispanic Origin","PINK SHIRT, BLUE SHORTS"
"100003918","F150004601","2015-07-24 07:20:00.0000000","Male","Asian","37","Small","","Light","Not of Hispanic Origin","WHITE BUTTON DOWN SHIRT, BLUE BOARD SHORTS, GREY FLIP FLOPS"
"100016518","F160014535","2015-06-30 18:30:00.0000000","Female","Black","31","Small","","Medium Brown","Not of Hispanic Origin","RED.BLUE SHIRT, BLUE PANTS"
"100003242","F150003999","2015-07-07 00:00:00.0000000","Male","White","49","Medium","","Light","Not of Hispanic Origin",""
"100003794","F150004445","2015-06-30 18:30:00.0000000","Female","Black","31","Small","","Medium Brown","Not of Hispanic Origin","RED AND BLUE SHIRT, BLUE PANTS"
"100003555","F150004251","2015-07-17 00:06:00.0000000","Male","Black","53","Medium","Short","Medium Brown","","BLUE SHIRT, JEANS"
"100015437","F160013634","2015-06-27 19:50:00.0000000","Male","Black","29","Medium","","Medium Brown","","BLACK HAT, BLUE SHIRT, BLUE JEANS"
"100013381","F160012213","2015-05-17 18:25:00.0000000","Male","White","26","Medium","","Light","","HISPANIC
BLACK TSHIRT, BLUE JEANS, BLACK HAT"
"100012872","F160011764","2015-07-16 20:14:00.0000000","Male","Black","24","Small","","Dark","Not of Hispanic Origin","BLACK/RED/GRAY STRIPED SHIRT, BLACK PANTS"
"100016331","F160014357","2015-07-21 19:00:00.0000000","Male","Unknown","28","Small","","Medium","Hispanic Origin","HISPANIC
WHITE SHIRT, BLUE JEANS"
"100006395","F150006576","2015-09-26 17:00:00.0000000","Male","Black","51","Medium","","Medium Brown","Not of Hispanic Origin","WEARING BLUE HAT, BLUE SHIRT AND BLUE JEANS"
"100010336","F150009960","2015-09-08 18:15:00.0000000","Male","Black","41","Medium","Bald","Dark Brown","Not of Hispanic Origin","RED SHIRT, BLACK PANTS"
"100008372","F150008232","2015-10-22 19:05:00.0000000","Male","Black","38","Medium","","Dark Brown","","LIMP RIGHT ARM, BROWN COAT WITH FUR ON HOOD, DARK COLORED SWEATS, BLACK BOOTS"
"100009543","F150009364","2015-09-28 22:05:00.0000000","Male","Black","37","Small","Long","Light","Hispanic Origin","PONYTAIL, BLACK T-SHIRT, BLUE HOODIE, BLUE SHORTS"
"100007274","F150007353","2015-08-25 15:30:00.0000000","Male","Black","37","Small","","Light","Hispanic Origin","UNSHAVED
BLAK/WHITE PONYTAIL
WHITE SHIRT, BLACK JEANS, BLACK SNEAKERS
HISPANIC"
"100008572","F150008487","2015-10-27 08:50:00.0000000","Male","White","49","Medium","","Medium","Not of Hispanic Origin",""
"100010062","F150009715","2015-09-09 22:30:00.0000000","Male","Black","28","Small","","Medium Brown","","BLUE CAP, BLACK SHIRT, BLUE JEANS"
"100007539","F150007667","2015-08-20 23:59:00.0000000","Male","Black","25","Small","","Dark","Not of Hispanic Origin","FACIAL HAIR, TATTOOS
CAMO GREEN HAT, RED T-SHIRT, BLUE JEANS, GRAY AND RED SNEAKERS"
"100015991","F160013954","2015-08-06 18:25:00.0000000","Male","Black","25","Small","Braids","Dark","Not of Hispanic Origin","WHITE TSHIRT, BLUE JEANS"
"100005436","F150005717","2015-08-21 22:05:00.0000000","Female","Black","28","Stocky","Straight","Medium Brown","Not of Hispanic Origin","WHITE TANK TOP, JEAN SHORTS"
"100010728","F150010254","2015-08-29 09:29:00.0000000","Male","Black","34","Small","","Dark Brown","","GRAY HAT, GRAY HOODIE, BLACK PANTS"
"100009306","F150009126","2015-10-02 19:10:00.0000000","Male","Black","25","Medium","","Medium Brown","Not of Hispanic Origin","TATTOOS BOTH ARMS
BLACK JACKET, BLACK PANTS, BLACK SNEAKERS"
"100010290","F150009899","2015-09-26 19:00:00.0000000","Male","Black","25","Medium","","Dark","Not of Hispanic Origin","BLACK NORTHFACE; BLACK PANTS; BLACK GLOVES"
"100017355","F160015064","2015-07-20 22:30:00.0000000","Male","White","28","Small","","Medium","Hispanic Origin","WHITE TSHIRT, BLACK/RED HAT, BLUE JEANS"
"100006658","F150006773","2015-06-26 23:45:00.0000000","Male","White","28","Small","","Medium","Hispanic Origin","GRAY BULLS CAP, WHITE T SHIRT, BLUE JEANS
GOATEE"
"100005521","F150005773","2015-07-22 22:00:00.0000000","Male","White","25","Small","","Light","Hispanic Origin","BLACK SHIRT, BLUE JEANS, WHITE BELT"
"100016321","F160014338","2015-07-04 20:45:00.0000000","Male","Black","24","Medium","","Dark","Not of Hispanic Origin","BLACK CAP, WHITE SHIRT, BLUE JEANS"
"100003045","F150003781","2015-06-28 17:34:00.0000000","Male","Black","23","Medium","Short","Light Brown","","BLACK HOODIE, BLUE JEANS, WHITE SNEAKERS"
"100006637","F150006745","2015-06-23 19:00:00.0000000","Male","Black","23","Medium","","Light Brown","",""
"100002774","F150003547","2015-06-12 21:47:00.0000000","Male","Black","23","Medium","","Light Brown","","BLUE SHIRT, GREEN SHORTS, BLK AIR FORCES"
"100015979","F160013942","2015-07-15 13:15:00.0000000","Male","Black","23","Medium","Braids","Light Brown","","WHITE SHIRT, GRAY PANTS"
"100014818","F160013173","2015-07-29 22:30:00.0000000","Male","Black","26","","","Medium","Hispanic Origin","WHITE TANK TOP, BLUE JEANS"
"100012955","F160011805","2015-07-17 19:00:00.0000000","Male","Black","37","Heavy","","Dark Brown","","BEARD
WHITE VNECK TSHIRT, BLACK JEANS"
"100003323","F150004094","2015-07-12 10:08:00.0000000","Male","Black","44","Medium","","Medium Brown","Not of Hispanic Origin","WHITE T-SHIRT, JEAN SHORTS, WHITE AND BLUE SNEAKERS"
"100017923","F160015552","2015-07-03 18:51:00.0000000","Male","Black","21","Small","","Medium Brown","Not of Hispanic Origin","ORANGE TSHIRT BLACK JEANS, BLACK/ORANGE NIKE SNEAKERS"
