"recnum","fc_num","contact_date","sex","race","age","build","hair_style","complexion","ethnicity","otherclothing"
"100017330","F160015113","2014-06-23 19:30:00.0000000","Male","Black","19","Small","","Dark Brown","Not of Hispanic Origin","NAVY BLUE ADIDAS TEE, NAVY BLUE PANTS"
"100004359","F150004824","2015-04-21 18:00:00.0000000","Male","White","30","Unknown","","Medium","Hispanic Origin","BLACK SWEATSHIRT/ BLUE JEANS"
"100003865","F150004546","2015-01-24 15:00:00.0000000","Male","Black","15","Small","","Dark","Not of Hispanic Origin","TAN PANTS, GRAY JACKET"
"100004893","F150005157","2015-01-17 23:00:00.0000000","Male","Black","20","","","Dark","Not of Hispanic Origin","POLO HAT, BLACK COAT, BLUE JEANS, PURPLE SNEAKERS"
"100012919","F160011799","2015-01-07 22:55:00.0000000","Male","Black","17","Medium","Short","Dark Brown","","KNOWN GANG MEMBER (BOWDOIN DIRTY HAWKS)
PRIOR FIREARM ARREST
PRIOR DRUG ARREST
WEARING GRAY PUFFY JACKET, BLUE JEANS"
"100004363","F150004826","2015-04-21 18:00:00.0000000","Male","White","24","Small","","Medium","Hispanic Origin",""
"100004906","F150005179","2015-01-17 23:00:00.0000000","Male","Black","21","Heavy","","Dark","","BLACK JACKET/ BLUE JEANS/ BLACK SNEAKERS"
"100006984","F150007111","2015-03-02 19:48:00.0000000","Male","Black","18","Small","","Medium","Not of Hispanic Origin","THIN MUSTACHE 
BLACK JACKET WITH HOOD, BLUE JEANS"
"100007509","F150007614","2015-01-23 22:20:00.0000000","Male","Black","21","Heavy","","Dark","","BEARD
BLACK BRUINS HOODIE WITH WHITE TRIM, BLACK JEANS, BLACK BOOTS"
"100004524","F150004972","2015-03-13 01:49:00.0000000","Male","Black","33","Medium","","Dark","","BLACK JACKET/ GRAY KNIT HAT/ BLACK JEANS"
"100007556","F150007630","2015-03-06 22:00:00.0000000","Male","Black","18","Small","","Medium","Not of Hispanic Origin",""
"100016965","F160014690","2015-04-21 17:50:00.0000000","Male","Black","26","Medium","","Dark","Not of Hispanic Origin","FACIAL; GRAY TSHIRT"
"100016791","F160014696","2015-04-21 17:50:00.0000000","Male","Black","26","Medium","","Medium Brown","Not of Hispanic Origin",""
"100003837","F150004542","2015-02-28 00:56:00.0000000","Male","Black","35","Medium","","Medium","","BK HAT, LIGHT SHOWDED BEARD, RED HOODIE, BK GYM PANTS W/WHITE STRIPE"
"100007012","F150007206","2015-03-01 13:50:00.0000000","Male","Black","23","Medium","","Dark","Not of Hispanic Origin","BLACK SWEATSHIRT, BLUE JEANS"
"100017028","F160014836","2015-01-25 01:55:00.0000000","Male","Black","37","Medium","","Dark Brown","","BROWN HAT, BROWN JACKET, BLUE JEANS"
"100003851","F150004534","2015-01-24 00:55:00.0000000","Male","White","38","Small","","Light","Not of Hispanic Origin","BLUE HOODIE, DIRTY BLUE JEANS"
"100016496","F160014525","2015-04-03 18:30:00.0000000","Male","Black","35","Medium","","Dark Brown","Not of Hispanic Origin","GRAY/BLACK SWEATSHIRT, BLACK SWEATPANTS"
"100007056","F150007102","2015-02-27 23:08:00.0000000","Male","Black","26","Medium","","Light Brown","","LIGHT SHADOWED BEARD
ORANGE/YELLOW HAT, CHECKERED GREY NORTHFACE, DK BLUE JEANS"
"100004349","F150004813","2015-04-21 18:15:00.0000000","Male","Black","34","Medium","","Medium Brown","Not of Hispanic Origin","BLUE HOODIE/ BLUE JEANS"
"100004365","F150004827","2015-04-21 17:45:00.0000000","Male","Black","23","Small","","Light Brown","Not of Hispanic Origin","GRAY HOODIE/ JEANS"
"100013596","F160012264","2015-01-19 23:30:00.0000000","Male","Unknown","24","Medium","Short","Light","Hispanic Origin","YELLOW BRUINS CAP, GRY HOODIE, GRY SWEATPANTS, GRY SNKS, B+M,"
"100015848","F160013947","2015-03-11 18:15:00.0000000","Male","White","39","","","Light","","SCRUFF;
WHITE HOODIE; GRAY SWEATPANTS"
"100003836","F150004540","2015-03-02 18:00:00.0000000","Male","Black","35","Medium","","Dark","",""
"100003856","F150004538","2015-03-02 18:00:00.0000000","Male","Black","35","Medium","","Dark","",""
"100006990","F150007101","2015-01-25 20:40:00.0000000","Male","Unknown","27","Small","","Medium Brown","",""
"100003871","F150004554","2015-03-02 21:00:00.0000000","Male","Black","22","Small","","Medium Brown","",""
"100004352","F150004819","2015-01-25 21:05:00.0000000","Male","Black","30","Medium","","Medium","","BLUE KNIT HAT, CAMO PANTS, BROWN BOOTS, BLUE PUFFY VEST, BLUE SWEATER W/ BEAR"
"100004332","F150004810","2015-04-21 20:50:00.0000000","Male","Black","19","","","Dark Brown","Not of Hispanic Origin",""
"100007552","F150007687","2015-01-24 23:10:00.0000000","Male","Black","19","Medium","","Medium","Hispanic Origin","BLACK JACKET, BLUE JEANS"
"100004335","F150004812","2015-04-21 20:50:00.0000000","Male","Black","24","Medium","","Medium Brown","Not of Hispanic Origin","BLUE HOODIE/ JEANS"
"100003743","F150004398","2015-04-24 18:31:00.0000000","Male","Black","23","Small","","","","GREY HODDY, BLUE JEANS"
"100003884","F150004536","2015-03-02 18:30:00.0000000","Male","White","35","Medium","","Light","Unknown",""
"100008254","F150008273","2015-01-20 18:00:00.0000000","Male","Black","20","Small","","Light Brown","Hispanic Origin","CAPE VERDEAN"
"100004343","F150004805","2015-04-21 21:30:00.0000000","Male","Black","24","Medium","","Dark","Not of Hispanic Origin","RED HOODIE, JEANS"
"100004367","F150004831","2015-04-21 18:00:00.0000000","Male","Black","25","Medium","","Dark","","GRAY SHIRT/ BLUE JEANS"
"100005376","F150005671","2015-04-21 22:30:00.0000000","Male","Black","37","Small","","Light","Hispanic Origin","BLACK JACKET, BLUE JEANS, BLACK SNEAKERS"
"100004447","F150004928","2015-01-24 19:00:00.0000000","Male","Black","44","Heavy","","Medium","Not of Hispanic Origin","BLACK JACKET/ BLUE JEANS"
"100009550","F150009369","2015-02-28 22:05:00.0000000","Male","Black","31","Medium","","Medium Brown","","BLACK SWEATSHIRT, BLUE JEANS"
"100004665","F150005117","2015-02-25 19:40:00.0000000","Male","White","21","Small","","Light","Hispanic Origin","BLACK HAT/ BLACK JACKET"
"100005357","F150005650","2015-01-23 21:45:00.0000000","Male","Black","18","Small","Short","Medium Brown","","BLACK HOODIE W/ RED STRIPE, BLACK JACKET, BLUE JEANS, TAN BOOTS"
"100005373","F150005667","2015-03-02 22:10:00.0000000","Male","Black","24","Thin","","Dark","","BLACK KNIT HAT, BLUE HOODIE, BLACK JEANS, BLUE ADIDAS"
"100004285","F150004820","2015-04-21 18:00:00.0000000","Male","Black","24","Small","","Medium","","BLACK SWEATSHIRT/ BLUE JEANS"
"100004449","F150004929","2015-01-25 02:23:00.0000000","Male","Black","27","Small","","Medium","Unknown","BLACK COAT/ BLUE JEANS"
"100004448","F150004931","2015-01-24 19:20:00.0000000","Male","White","40","Small","","Light","Hispanic Origin","GRAY POLO SWEATER/ BLUE CARGO PANTS"
"100003030","F150003770","2015-02-23 21:00:00.0000000","Male","Black","27","","","Dark","Not of Hispanic Origin","BLACK HAT, COAT, JEANS"
"100007115","F150007122","2015-02-23 21:00:00.0000000","Male","Black","27","Heavy","","Dark","Not of Hispanic Origin","BLUE HAT, COAT, JEANS"
"100003681","F150004256","2015-02-02 21:00:00.0000000","Male","Black","27","Heavy","","Dark","Not of Hispanic Origin",""
"100004715","F150005125","2015-03-02 21:23:00.0000000","Male","Black","34","Medium","","Light Brown","","BLACK COAT/ BLUE JEANS"
"100008527","F150008430","2015-03-12 20:38:00.0000000","Female","Black","36","Heavy","","Medium","Not of Hispanic Origin","BLACK JACKET, BLACK/WHITE SHIRT, BLACK PANTS"
"100006977","F150007135","2015-01-28 18:11:00.0000000","Female","Black","34","Small","","Light Brown","","BRACES ON FRONT TEETH
GREY FLEECE"
"100003687","F150004368","2015-03-02 19:01:00.0000000","Male","Asian","45","","","","",""
"100006986","F150007116","2015-03-02 19:01:00.0000000","Male","Black","45","Medium","","","","ALL DARK CLOTHING"
"100003666","F150004365","2015-03-02 19:01:00.0000000","Male","Black","","","","","",""
"100017575","F160015265","2015-03-02 18:40:00.0000000","Male","Black","39","","","Medium","Not of Hispanic Origin","BLACK JACKET, BLUE JEANS"
"100007021","F150007205","2015-01-20 19:00:00.0000000","Male","Black","29","Muscular","Braids","Light Brown","","LONG BRAIDS"
"100004381","F150004840","2015-04-21 22:30:00.0000000","Male","Black","27","Heavy","","Medium","","BLAK HOODIE/ KHAKI PANTS/ BLUE SNEAKERS"
"100017329","F160015065","2015-01-25 01:15:00.0000000","Female","Black","21","","","Medium","","BLACK JACKET, BLUE JEANS"
"100003690","F150004372","2015-03-02 21:00:00.0000000","Male","Black","23","Medium","","","",""
"100007105","F150007114","2015-03-06 21:00:00.0000000","Male","Black","23","Medium","","","",""
"100007565","F150007632","2014-07-02 12:48:00.0000000","Male","Black","26","","","Dark Brown","","SHORT DREADLOCKS, TOUNGE RING
BLUE BASEBALL CAP, WHITE TANK TOP, BLUE JEANS"
"100004523","F150004972","2015-03-13 01:49:00.0000000","Male","Black","28","Medium","","","Not of Hispanic Origin","BLUE HOODIE/ BLUE JEANS"
"100003835","F150004540","2015-03-02 18:00:00.0000000","Male","Unknown","33","Stocky","","","",""
"100004515","F150004966","2015-04-21 22:30:00.0000000","Male","Black","27","Medium","","","","BLACK CAP ""MIAMI HEAT""/ BLACK SWEATSHIRT/ BLACK PANTS/ BLACK SNEAKERS"
"100004355","F150004822","2015-04-21 18:15:00.0000000","Male","Black","18","Thin","","Medium","","BLACK HOODIE/ BLUE JEANS/ WHITE TEE"
"100017851","F160015487","2015-03-02 21:40:00.0000000","Male","Black","31","","","Medium","Not of Hispanic Origin","BLACK HOODIE; BLACK SWEATS"
"100004350","F150004817","2015-01-25 12:40:00.0000000","Male","White","29","","","Light","","BLACK NORTHFACE JACKET, GREY JEANS"
"100004382","F150004841","2015-04-21 22:30:00.0000000","Male","Black","32","","","Medium","","BLACK HOODIE/ BLUE JEANS/ WHITE SNEAKERS"
"100003860","F150004544","2015-01-20 20:30:00.0000000","Male","Unknown","31","","","Light","","GRAY SWEATPANTS, WHITE T-SHIRT"
"100004664","F150005116","2015-02-25 07:40:00.0000000","Male","Black","20","","","Medium","","BLACK HOODIE/ BLACK PANTS"
"100004329","F150004808","2015-04-21 21:25:00.0000000","Male","Black","25","Heavy","","Light","","BLK JACKET/ BLK PANTS"
"100017600","F160015281","2015-01-17 20:12:00.0000000","Male","Unknown","17","Thin","Afro","Light Brown","Hispanic Origin","HIGH TOP AFRO-FADE
BLACK JACKET BLUE JEANS"
"100017331","F160015113","2014-06-23 19:30:00.0000000","Male","Black","21","Medium","","Dark","","WHITE/RED TSHIRT, RED JEANS,WHITE SNEAKERS"
"100003849","F150004532","2015-01-20 19:52:00.0000000","Male","Black","21","","","Medium","Not of Hispanic Origin","BLUE JEANS, WHITE T-SHIRT"
"100004834","F150005226","2015-03-02 20:40:00.0000000","Male","White","32","","","","",""
"100003742","F150004396","2015-03-02 20:40:00.0000000","Male","White","32","","","","",""
"100017873","F160015485","2015-03-02 19:00:00.0000000","Male","Black","32","Muscular","","Medium","Not of Hispanic Origin","BLACK PUFFY VEST WHITE T"
"100004378","F150004837","2015-04-21 20:50:00.0000000","Male","Black","25","","","Medium","","BLUE SHIRT/ BLUE JEANS"
"100016498","F160014512","2015-04-14 19:30:00.0000000","Unknown","Unknown","36","","","Medium","","BLEACHED JEAN JACKET, BLUE SWEATS"
"100017849","F160015486","2015-01-24 23:10:00.0000000","Male","Unknown","20","","","Medium","Hispanic Origin","BLACK JACKET; BLUE JEANS HAT"
"100004366","F150004830","2015-04-21 17:45:00.0000000","Male","Black","23","","","Medium","","BLACK SWEATSHIRT/ BLUE JEANS"
"100005306","F150005614","2015-03-12 18:10:00.0000000","Male","Black","21","","","Medium","","BLUE JACKET/ BLACK PANTS"
"100008250","F150008269","2015-01-17 23:00:00.0000000","Male","Black","26","Medium","","","","GOATEE, BLUE HOODIE, GRAY KNIT HAT, GRAY HOODIE, BLUE PUFFY VEXT BLACK PANTS"
"100007513","F150007619","2015-04-24 18:31:00.0000000","Male","Black","28","Medium","","Medium","","BLACK SWEATSHIRT, BLUE JEANS"
"100006981","F150007097","2015-01-23 10:27:00.0000000","Male","Black","18","Thin","","","","BLUE JACKET WITH ORANGE STRIPES, BLUE JEANS"
"100016954","F160014683","2015-03-27 14:20:00.0000000","Male","Black","20","Medium","","Medium","Not of Hispanic Origin","BLUE JEANS; LIGHT PURPLE FADED JACKET"
"100005371","F150005666","2015-03-02 22:45:00.0000000","Male","Black","22","","","","","GRAY HOODIE, BLACK VEST, JEANS"
"100010231","F150009870","2015-01-24 18:25:00.0000000","Male","Black","21","","","Light","","BLACK JACKET, CAMO CARGO PANTS"
"100016790","F160014696","2015-04-21 17:50:00.0000000","Male","Black","24","Stocky","","Dark Brown","Not of Hispanic Origin","BLACK TSHIRT, BLUE JEANS"
"100017202","F160015022","2015-01-25 19:00:00.0000000","Female","White","28","","","","Not of Hispanic Origin","GREY HOODIE, GREY SWEATS"
"100006987","F150007128","2015-01-28 18:11:00.0000000","Male","Black","24","","","Light","Not of Hispanic Origin","RED SWEATER, BLACK SWEATPANTS"
"100017334","F160015072","2015-01-25 02:28:00.0000000","Male","Black","30","","","Medium","","BROWN SUIT"
"100004522","F150004984","2015-03-02 21:00:00.0000000","Male","Black","32","","","Medium","","BLACK AND TAN JACKET/ GRAY HOODIE/ GRAY KNIT CAP"
"100004351","F150004818","2015-04-21 18:15:00.0000000","Male","Black","31","","","Medium","","BLUE CAP/ BLUE SHIRT/ BLUE JEANS"
"100005308","F150005616","2015-04-21 18:00:00.0000000","Male","White","36","","","Light","","BLUE HOODIE, JEANS"
"100016398","F160014431","2015-01-25 21:20:00.0000000","Unknown","Unknown","17","","","","","BLK COAT, BLUE JEANS, BLK BALL HAT"
"100004376","F150004836","2015-04-21 17:55:00.0000000","Male","Black","26","Medium","","Medium","Not of Hispanic Origin","GRAY HOODIE/ JEANS"
"100003677","F150004261","2015-02-02 21:00:00.0000000","Female","Black","35","","","Dark","",""
"100003032","F150003769","2015-02-23 21:00:00.0000000","Female","Black","35","","","Dark","","BLACK COAT, BLUE JEANS"
"100003028","F150003758","2015-03-02 21:00:00.0000000","Male","White","23","","","","",""
"100003033","F150003768","2015-01-28 18:11:00.0000000","Male","Black","24","","","Light","","RED SWEATER, GRAY KNIT HAT, BLACK SWEATPANTS"
"100003034","F150003767","2015-01-24 20:14:00.0000000","Male","White","29","","","Medium","","GRAY HAT, BLACK JACKET, BLUE JEANS"
"100007492","F150007565","2015-01-24 20:14:00.0000000","Male","White","29","","","Medium","","FULL BEARD
GRAY HAT, BLACK JACKET, BLUE JEANS"
"100003035","F150003766","2015-01-24 10:25:00.0000000","Male","Black","21","","","Medium","","BLACK HOODIE, BLUE JEANS"
"100003038","F150003759","2015-03-02 19:48:00.0000000","Male","Black","18","","","","",""
"100016397","F160014428","2015-01-25 21:20:00.0000000","Male","Unknown","16","","","","Hispanic Origin","BLK COAT, RED HOODIE, BLUE JEANS, RED GEORGIA BALL HAT, L ARM TATTOO LOYALTY"
"100003679","F150004261","2015-02-02 21:00:00.0000000","Male","Black","","","","","",""
"100003680","F150004261","2015-02-02 21:00:00.0000000","Female","Unknown","","","","","",""
"100003682","F150004256","2015-02-02 21:00:00.0000000","Female","Unknown","","","","","",""
"100003683","F150004256","2015-02-02 21:00:00.0000000","Male","Unknown","","","","","",""
"100003684","F150004256","2015-02-02 21:00:00.0000000","Male","Unknown","","","","","",""
"100003665","F150004365","2015-03-02 19:01:00.0000000","Male","Black","37","","","","","BLACK JACKET. BLACK JEANS"
"100003678","F150004261","2015-02-02 21:00:00.0000000","Male","Unknown","","","","","",""
"100003688","F150004368","2015-03-02 19:01:00.0000000","Male","Black","","","","","",""
"100003691","F150004372","2015-03-02 21:00:00.0000000","Male","Black","","","","","",""
"100003692","F150004372","2015-03-02 21:00:00.0000000","Male","Black","","","","","",""
"100003701","F150004376","2015-03-02 19:48:00.0000000","Male","Black","18","","","","","BK JACKET W/HOOD, BLUE JEANS"
"100003724","F150004386","2015-03-02 00:00:00.0000000","Male","Black","29","","","Medium","","BK SHIRT, BLUE JEANS"
"100003725","F150004386","2015-03-02 00:00:00.0000000","Male","Unknown","","","","","",""
"100003726","F150004386","2015-03-02 00:00:00.0000000","Male","Unknown","","","","","",""
"100003727","F150004389","2015-02-27 23:08:00.0000000","Male","Black","26","","","","","CHECKERED GREY NORTHFACE, DARK BLUE JEANS, ORANGE/YELLOW HAT"
"100003728","F150004391","2015-01-25 20:40:00.0000000","Male","Black","25","","","","",""
"100003744","F150004398","2015-04-24 18:31:00.0000000","Male","Unknown","","","","","",""
"100003745","F150004398","2015-04-24 18:31:00.0000000","Male","Unknown","","","","","",""
"100003746","F150004398","2015-04-24 18:31:00.0000000","Male","Unknown","","","","","",""
"100003747","F150004398","2015-04-24 18:31:00.0000000","Male","Unknown","","","","","",""
"100003748","F150004400","2015-03-02 20:40:00.0000000","Male","White","32","","","","",""
"100003749","F150004401","2015-02-23 10:27:00.0000000","Male","Black","18","","","Brown","","BLK GRAY HOODY/ BLUE JACKET ORANGE STRIPE/ BLUE JEANS"
"100003750","F150004401","2015-02-23 10:27:00.0000000","Male","Unknown","","","","","",""
"100003729","F150004392","2015-03-01 11:45:00.0000000","Male","Black","","","","Medium","","BLK HOODIE, BLUE JEANS"
"100003730","F150004392","2015-03-01 11:45:00.0000000","Male","Unknown","","","","","",""
"100003732","F150004394","2015-03-02 22:10:00.0000000","Male","Black","24","","","","","BLACK KNIT HAT, BLACK HOODIE, BLACK JEANS, BLUE ADIDAS"
"100003751","F150004402","2015-04-23 22:20:00.0000000","Male","Black","18","","","","","RED CAP, BLACK/WHITE COAT, BLUE JEANS"
"100003755","F150004420","2015-01-20 19:05:00.0000000","Male","Black","16","","","","","BLACK PUFFY COAT, BROWN PANTS"
"100003756","F150004422","2015-01-20 18:00:00.0000000","Male","Unknown","20","","","Medium","",""
"100003752","F150004403","2015-04-23 22:20:00.0000000","Male","Black","20","","","","","MULTI COLOR COAT, TAN PANTS, ORANGE/BLUE SNEAKERS"
"100003753","F150004406","2015-02-27 21:05:00.0000000","Male","White","33","","","","","NAVY/RED KNIT ""B"" HAT W/ STRINGS, BLACK HOODIE, BLACK SWEATS"
"100003754","F150004409","2015-01-24 10:25:00.0000000","Male","White","21","","","Medium","","BLACK HOODIE, BLUE JEANS"
"100003769","F150004414","2015-03-02 22:45:00.0000000","Male","Black","22","","","Medium","","GRAY HOOD, BLACK VEST, JEANS"
"100003854","F150004538","2015-03-02 18:00:00.0000000","Male","Unknown","33","","","","",""
"100003774","F150004390","2015-01-24 10:25:00.0000000","Male","Black","28","","","Medium","","GRAY HOODIE/ BLUE JEANS"
"100004375","F150004834","2015-04-21 17:50:00.0000000","Male","Black","32","","","Dark","","""ORIOLES"" CAP/ ORANGE HOODIE/ JEANS"
"100003855","F150004538","2015-03-02 18:00:00.0000000","Male","Unknown","40","","","","",""
"100003863","F150004546","2015-01-24 15:00:00.0000000","Male","Unknown","15","","","","",""
"100003864","F150004546","2015-01-24 15:00:00.0000000","Male","Unknown","16","","","","",""
"100004243","F150004757","2015-04-21 21:30:00.0000000","Male","Black","26","","","Medium","","BLUE HOODIE/BLUE JEANS"
"100004255","F150004758","2015-04-21 21:35:00.0000000","Male","White","22","","","Medium","","BLUE SS, BLUE JEANS"
"100004256","F150004759","2015-04-21 21:40:00.0000000","Female","Black","21","","","Light","","WHITE SWEATSHIRT, JEANS"
"100003834","F150004540","2015-03-02 18:00:00.0000000","Transgender Female to Male","White","40","","","Light","",""
"100004328","F150004808","2015-04-21 21:25:00.0000000","Male","Unknown","32","","","","",""
"100004330","F150004809","2015-04-21 21:25:00.0000000","Male","Unknown","25","","","","",""
"100004333","F150004810","2015-04-21 20:50:00.0000000","Male","Unknown","24","","","","",""
"100004334","F150004810","2015-04-21 20:50:00.0000000","Unknown","Unknown","25","","","","",""
"100004342","F150004805","2015-04-21 21:30:00.0000000","Male","Black","","","","","",""
"100004353","F150004821","2015-02-23 10:40:00.0000000","Male","Asian","31","","","Medium","",""
"100004354","F150004821","2015-02-23 10:40:00.0000000","Unknown","Unknown","","","","","",""
"100004380","F150004839","2015-04-21 20:50:00.0000000","Male","Black","28","","","Medium","",""
