"fc_num","contact_date","sex","race","age","build","hair_style","skin_tone","ethnicity","otherclothing","deceased","license_state","license_type","frisk/search"
FC20001382,2020-02-24 21:11:00,Male,Black,"36",Stocky,Short,Dark Brown,Not of Hispanic Origin,,"0",MA,Class D,
FC20001382,2020-02-24 21:11:00,Male,Black,"36",Stocky,Short,Dark Brown,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001382,2020-02-24 21:11:00,Male,Black,"27",Medium,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001382,2020-02-24 21:11:00,Male,Black,"27",Medium,,,Not of Hispanic Origin,,"0",MA,Class D,
FC20001384,2020-02-24 22:36:00,Male,White,"45",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001384,2020-02-24 22:36:00,Female,White,"36",Medium,Curly,Light,,,"0",MA,"","0"
FC20001384,2020-02-24 22:36:00,Male,White,"46",Thin,Short,Light,,,"0",MA,"","1"
FC20001393,2020-02-25 01:28:00,Female,White,"21",,,,Not of Hispanic Origin,,"0",MA,"ID - Had a License, now has ID","1"
FC20001397,2020-02-25 02:46:00,Male,Black,"17",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001387,2020-02-25 08:54:00,Male,Black,"37",Thin,,,Hispanic Origin,,"0",MA,"","0"
FC20001387,2020-02-25 08:54:00,Male,Black,"37",Thin,,,Hispanic Origin,,"0",MA,"",
FC20001389,2020-02-25 11:00:00,Female,White,"33",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001391,2020-02-25 11:30:00,Male,White,"44",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001392,2020-02-25 11:55:00,Male,White,"33",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001394,2020-02-25 13:00:00,Male,White,"60",,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001395,2020-02-25 13:37:00,Male,Black,"25",Thin,Dreadlocks,Medium,Not of Hispanic Origin,,"0",MA,"","0"
FC20001395,2020-02-25 13:37:00,Male,Black,"25",Thin,Dreadlocks,Medium,Not of Hispanic Origin,,"0",MA,"",
FC20001395,2020-02-25 13:37:00,Male,Black,"19",Medium,Braided,Medium,Not of Hispanic Origin,,"0",MA,"","0"
FC20001395,2020-02-25 13:37:00,Male,Black,"19",Medium,Braided,Medium,Not of Hispanic Origin,,"0",MA,"",
FC20001398,2020-02-25 14:43:00,Male,Black,"16",,,,Not of Hispanic Origin,,"0",,"","0"
FC20001398,2020-02-25 14:43:00,Male,Black,"16",,,,Not of Hispanic Origin,,"0",,"",
FC20001398,2020-02-25 14:43:00,Male,Black,"19",Medium,Short,Medium,,,"0",MA,"",
FC20001398,2020-02-25 14:43:00,Male,Black,"19",Medium,Short,Medium,,,"0",MA,"","0"
FC20001398,2020-02-25 14:43:00,Male,Black,"14",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001398,2020-02-25 14:43:00,Male,Black,"14",Thin,,,Not of Hispanic Origin,,"0",MA,"",
FC20001405,2020-02-25 16:15:00,Male,Black,"26",Heavy,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001401,2020-02-25 17:00:00,Female,,"24",,,,,,"0",,"","0"
FC20001400,2020-02-25 17:00:00,Female,,"38",,,,,,"0",,"","0"
FC20001404,2020-02-25 17:42:00,Male,White,"56",Medium,Unkempt,Medium,Not of Hispanic Origin,,"0",MA,"","0"
FC20001408,2020-02-25 18:53:00,Female,White,"39",,,,Not of Hispanic Origin,,"0",,"","0"
FC20001408,2020-02-25 18:53:00,Male,White,"36",Muscular,Fade,Fair,Not of Hispanic Origin,,"0",MA,"","0"
FC20001407,2020-02-25 19:13:00,Male,White,"41",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001407,2020-02-25 19:13:00,Male,White,"41",Medium,,,Not of Hispanic Origin,,"0",MA,"",
FC20001409,2020-02-25 19:19:00,Male,Black,"22",,,,Unknown,,"0",MA,Class D,"1"
FC20001409,2020-02-25 19:19:00,Male,Black,"23",Medium,Short,Medium Brown,,,"0",MA,"","1"
FC20001409,2020-02-25 19:19:00,Male,Black,"22",Thin,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001412,2020-02-26 08:45:00,Female,White,"30",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001412,2020-02-26 08:45:00,Female,White,"30",Medium,,,Not of Hispanic Origin,,"0",MA,"",
FC20001410,2020-02-26 09:30:00,Female,White,"30",,,Light,,,"0",MA,"","0"
FC20001418,2020-02-26 10:05:00,Male,White,"40",Medium,Short,Fair,Hispanic Origin,,"0",MA,Class D,"0"
FC20001417,2020-02-26 13:10:00,Male,White,"44",Medium,,,Hispanic Origin,,"0",MA,"","1"
FC20001416,2020-02-26 15:15:00,Male,Black,"23",Unknown,,,Not of Hispanic Origin,,"0",MA,"",
FC20001416,2020-02-26 15:15:00,Male,Black,"23",Unknown,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001448,2020-02-26 16:45:00,Male,Black,"16",Thin,,Light,Not of Hispanic Origin,,"0",MA,"","0"
FC20001448,2020-02-26 16:45:00,Male,White,"16",,,,Hispanic Origin,,"0",MA,ID Only - Never had Personal Driver License,
FC20001448,2020-02-26 16:45:00,Male,White,"16",,,,Hispanic Origin,,"0",,"","0"
FC20001425,2020-02-26 16:49:00,Male,Black,"19",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001425,2020-02-26 16:49:00,Male,Black,"19",Thin,,,Not of Hispanic Origin,,"0",MA,"",
FC20001425,2020-02-26 16:49:00,Male,Black,"26",Thin,,,Not of Hispanic Origin,,"0",MA,"",
FC20001425,2020-02-26 16:49:00,Male,Black,"26",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001419,2020-02-26 16:50:00,Male,White,"43",Medium,Short,Medium,Not of Hispanic Origin,,"0",MA,No License - Record Only,"0"
FC20001421,2020-02-26 17:21:00,Male,Black,"22",Thin,,,Hispanic Origin,,"0",MA,"","0"
FC20001421,2020-02-26 17:21:00,Male,Black,"26",Medium,Receding or Slightly Receding,Dark,,,"0",MA,"","1"
FC20001423,2020-02-26 18:04:00,Male,Black,"25",Thin,,,Not of Hispanic Origin,,"0",MA,"",
FC20001423,2020-02-26 18:04:00,Male,Black,"25",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001427,2020-02-26 20:40:00,Male,Unknown,"43",,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001428,2020-02-26 21:30:00,Male,Black,"22",Thin,Unkempt,Light Brown,Hispanic Origin,,"0",MA,"","0"
FC20001429,2020-02-26 22:00:00,Male,Black,"26",Heavy,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001446,2020-02-26 23:15:00,Male,Black,"53",Thin,Short,Medium Brown,,,"0",MA,"","0"
FC20001462,2020-02-27 00:00:00,Male,Black,"42",Thin,,Dark Brown,Not of Hispanic Origin,,"0",MA,"","1"
FC20001462,2020-02-27 00:00:00,Male,Black,"51",,,,Not of Hispanic Origin,,"0",MA,Class D,
FC20001431,2020-02-27 00:33:00,Male,Black,"39",Medium,Short,,,,"0",MA,"","1"
FC20001430,2020-02-27 01:00:00,Female,White,"30",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001430,2020-02-27 01:00:00,Male,Black,"36",Medium,Short,Dark,,,"0",MA,"","1"
FC20001430,2020-02-27 01:00:00,Male,Black,"53",Stocky,Short,Dark Brown,,,"0",MA,"","1"
FC20001430,2020-02-27 01:00:00,Male,Black,"49",,,,Unknown,,"0",,"","1"
FC20001430,2020-02-27 01:00:00,Male,Black,"35",Medium,,Medium Brown,Not of Hispanic Origin,,"0",MA,"","1"
FC20001430,2020-02-27 01:00:00,Male,Asian,"20",,,,,,"0",NH,Personal Driver License,"1"
FC20001430,2020-02-27 01:00:00,Male,Black,"56",Stocky,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001430,2020-02-27 01:00:00,Male,Black,"21",Medium,Curly,Light Brown,,,"0",MA,"","1"
FC20001430,2020-02-27 01:00:00,Male,Black,"28",Stocky,,Dark,Not of Hispanic Origin,,"0",MA,"","1"
FC20001438,2020-02-27 02:00:00,Female,Black,"23",Stocky,,,Hispanic Origin,,"0",MA,"","1"
FC20001438,2020-02-27 02:00:00,Male,Black,"27",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001432,2020-02-27 02:41:00,Male,White,"36",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001433,2020-02-27 09:15:00,Male,White,"30",Small,Other,,Unknown,,"0",MA,Class D,"0"
FC20001435,2020-02-27 11:58:00,Male,Black,"41",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001434,2020-02-27 12:00:00,Male,White,"48",Unknown,,,Unknown,,"0",MA,Class D,"0"
FC20001537,2020-02-27 12:00:00,Male,White,"47",Heavy,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001464,2020-02-27 12:32:00,Male,Black,"25",,,,Unknown,,"0",,"","0"
FC20001436,2020-02-27 13:35:00,Male,White,"20",,,,Hispanic Origin,,"0",MA,Class D,"0"
FC20001436,2020-02-27 13:35:00,Male,White,"25",,,,Hispanic Origin,,"0",MA,Class D,"0"
FC20001436,2020-02-27 13:35:00,Male,White,"20",,,,Hispanic Origin,,"0",MA,Class D,"0"
FC20001437,2020-02-27 14:40:00,Male,Black,"32",Medium,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001439,2020-02-27 15:15:00,Male,White,"39",Thin,,Light,Not of Hispanic Origin,,"0",MA,"","1"
FC20001439,2020-02-27 15:15:00,Male,White,"63",Heavy,,Light,Not of Hispanic Origin,,"0",MA,"ID - Had a License, now has ID","0"
FC20001442,2020-02-27 17:45:00,Male,Black,"29",Heavy,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001453,2020-02-27 18:00:00,Male,Black,"30",Medium,,,Not of Hispanic Origin,,"0",CT,"","0"
FC20001453,2020-02-27 18:00:00,Male,Black,"21",Heavy,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001453,2020-02-27 18:00:00,Male,Black,"31",Medium,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001452,2020-02-27 18:00:00,Male,Black,"24",,,,Unknown,,"0",,"","0"
FC20001452,2020-02-27 18:00:00,Male,Black,"24",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001453,2020-02-27 18:00:00,Female,Black,"20",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001453,2020-02-27 18:00:00,Male,Black,"27",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001453,2020-02-27 18:00:00,Male,Black,"22",Thin,,,Hispanic Origin,,"0",MA,"","0"
FC20001441,2020-02-27 18:08:00,Male,Black,"16",,,,,,"0",,"","0"
FC20001444,2020-02-27 18:44:00,Male,Black,"17",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001460,2020-02-27 18:54:00,Male,,"24",,,,,,"0",MA,Class D,"0"
FC20001450,2020-02-27 19:04:00,Male,Black,"26",Thin,Dreadlocks,Dark,Not of Hispanic Origin,,"0",MA,"","1"
FC20001449,2020-02-27 19:50:00,Male,Black,"24",,,,Not of Hispanic Origin,,"0",MA,Class D,"1"
FC20001449,2020-02-27 19:50:00,Male,Black,"24",Thin,Short,Medium Brown,,,"0",MA,"",
FC20001447,2020-02-27 20:00:00,Male,Black,"28",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001454,2020-02-27 21:15:00,Male,Black,"36",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001454,2020-02-27 21:15:00,Male,Black,"30",Medium,Short,Dark Brown,,,"0",MA,"","1"
FC20001455,2020-02-27 22:50:00,Male,Black,"36",Heavy,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001473,2020-02-28 00:00:00,Male,White,"0",,,,,,"0",MA,Class D,"0"
FC20001461,2020-02-28 00:00:00,Male,White,"34",,,,Not of Hispanic Origin,,"0",MA,None,"0"
FC20001456,2020-02-28 01:04:00,Female,White,"38",,,,Not of Hispanic Origin,,"0",MA,"ID - Had a License, now has ID","1"
FC20001457,2020-02-28 01:15:00,Male,Black,"52",Medium,,,Not of Hispanic Origin,,"0",,"","0"
FC20001458,2020-02-28 02:12:00,Male,Black,"37",Medium,Corn Rows,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001458,2020-02-28 02:12:00,Male,Black,"35",Medium,,,Not of Hispanic Origin,,"0",MA,None,"1"
FC20001463,2020-02-28 09:35:00,Male,Black,"23",,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001463,2020-02-28 09:35:00,Male,Black,"22",,,,,,"0",MA,Class D,"0"
FC20001470,2020-02-28 12:00:00,Female,White,"61",,,,Unknown,,"0",MA,"","0"
FC20001470,2020-02-28 12:00:00,Male,White,"36",,,,Unknown,,"0",MA,"","1"
FC20001465,2020-02-28 12:15:00,Male,Black,"58",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001467,2020-02-28 13:00:00,Male,Black,"50",,,,Not of Hispanic Origin,,"0",MA,"ID - Had a License, now has ID","1"
FC20001471,2020-02-28 15:00:00,Male,Black,"25",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001471,2020-02-28 15:00:00,Male,Black,"24",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001471,2020-02-28 15:00:00,Male,Black,"28",Muscular,Dreadlocks,Light Brown,,,"0",MA,"","0"
FC20001471,2020-02-28 15:00:00,Male,Black,"31",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001471,2020-02-28 15:00:00,Male,Black,"26",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001471,2020-02-28 15:00:00,Male,Black,"28",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001466,2020-02-28 15:05:00,Male,Black,"32",Medium,,,Hispanic Origin,,"0",MA,"","0"
FC20001466,2020-02-28 15:05:00,Male,Black,"22",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001468,2020-02-28 15:30:00,Male,Black,"54",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001795,2020-02-28 15:41:00,Male,Black,"41",,Bald or Balding,Light Brown,Unknown,,"0",MA,ID Only - Never had Personal Driver License,"0"
FC20001474,2020-02-28 18:00:00,Female,White,"44",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001481,2020-02-28 19:17:00,Male,White,"25",Thin,Short,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001482,2020-02-28 20:00:00,Male,White,"30",Medium,,Medium,Not of Hispanic Origin,,"0",MA,"","0"
FC20001482,2020-02-28 20:00:00,Male,White,"30",Medium,,Medium,Not of Hispanic Origin,,"0",MA,"",
FC20001477,2020-02-28 20:00:00,Female,White,"28",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001475,2020-02-28 20:42:00,Male,White,"30",,,,Not of Hispanic Origin,,"0",MA,"ID - Had a License, now has ID","0"
FC20001478,2020-02-28 21:00:00,Male,White,"36",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001479,2020-02-28 21:28:00,Male,Black,"25",Stocky,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001479,2020-02-28 21:28:00,Male,Black,"28",Heavy,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001479,2020-02-28 21:28:00,Male,Black,"38",Heavy,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001479,2020-02-28 21:28:00,Male,Black,"23",Thin,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001479,2020-02-28 21:28:00,Female,Black,"20",Thin,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001480,2020-02-28 21:50:00,Male,Black,,,,,Unknown,,"0",,"","0"
FC20001480,2020-02-28 21:50:00,Unknown,Unknown,,,,,Unknown,,"0",,"","0"
FC20001614,2020-02-28 22:30:00,Male,White,"25",Thin,,,Hispanic Origin,,"0",MA,"","0"
FC20001476,2020-02-28 23:49:00,Male,Black,"18",Thin,,,Hispanic Origin,,"0",MA,"","0"
FC20001476,2020-02-28 23:49:00,Male,,"18",,,,Unknown,,"0",,"",
FC20001476,2020-02-28 23:49:00,Female,White,"21",Medium,Unkempt,Medium,Not of Hispanic Origin,,"0",MA,"","1"
FC20001509,2020-02-29 00:00:00,Male,Black,"23",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001509,2020-02-29 00:00:00,Male,Black,"30",,,,,,"0",MA,"","0"
FC20001485,2020-02-29 00:00:00,Male,Black,"34",,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001486,2020-02-29 00:00:00,Male,Black,"25",,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001509,2020-02-29 00:00:00,Male,Black,"38",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001492,2020-02-29 00:00:00,Male,Black,"37",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001492,2020-02-29 00:00:00,Male,Black,"23",Medium,,,Hispanic Origin,,"0",MA,"","0"
FC20001492,2020-02-29 00:00:00,Male,Unknown,"45",,,,Unknown,,"0",MA,Class D,"0"
FC20001494,2020-02-29 00:20:00,Male,Other,"26",,,,Unknown,,"0",PA,"","1"
FC20001491,2020-02-29 01:12:00,Male,Unknown,"19",,,,Unknown,,"0",MA,"","0"
FC20001491,2020-02-29 01:12:00,Male,Black,"19",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001488,2020-02-29 01:40:00,Male,Black,"29",Thin,,,Not of Hispanic Origin,,"0",MA,None,"0"
FC20001483,2020-02-29 01:45:00,Female,White,"37",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001483,2020-02-29 01:45:00,Male,Black,"50",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001496,2020-02-29 02:44:00,Female,Black,"23",,,,Unknown,,"0",MA,"","0"
FC20001496,2020-02-29 02:44:00,Male,Black,,,,,Unknown,,"0",,"","1"
FC20001496,2020-02-29 02:44:00,Female,Black,"28",,,,,,"0",,"","0"
FC20001496,2020-02-29 02:44:00,Male,Black,"26",,,,,,"0",,"","0"
FC20001487,2020-02-29 03:05:00,Male,White,"38",Medium,,Light,Not of Hispanic Origin,,"0",MA,"","1"
FC20001493,2020-02-29 03:10:00,Male,Unknown,"34",Medium,Corn Rows,Medium Brown,,,"0",MA,"","1"
FC20001489,2020-02-29 03:32:00,Male,Black,"23",Thin,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001489,2020-02-29 03:32:00,Female,Black,"39",,,,,,"0",,"","0"
FC20001489,2020-02-29 03:32:00,Male,Black,"29",,,,Unknown,,"0",MA,ID Only - Never had Personal Driver License,"1"
FC20001484,2020-02-29 03:35:00,,,,,,,,,"0",,"","0"
FC20001490,2020-02-29 03:43:00,Male,Black,"26",Stocky,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001490,2020-02-29 03:43:00,Male,Black,"36",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001490,2020-02-29 03:43:00,Male,Black,"27",Unknown,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001502,2020-02-29 10:35:00,Male,Black,"24",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001500,2020-02-29 12:34:00,Male,Black,"27",Medium,Dreadlocks,Medium Brown,Not of Hispanic Origin,,"0",MA,Class D,"1"
FC20001500,2020-02-29 12:34:00,Female,Black,"30",,,,Unknown,,"0",MA,Class D,"1"
FC20001499,2020-02-29 14:10:00,Male,Black,"34",Muscular,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001504,2020-02-29 14:50:00,Male,White,"20",,,,Not of Hispanic Origin,,"0",MA,ID Only - Never had Personal Driver License,"1"
FC20001501,2020-02-29 15:00:00,Male,White,"28",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001633,2020-02-29 16:45:00,Female,White,"42",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001633,2020-02-29 16:45:00,Female,White,"56",,,,,,"0",,"","0"
FC20001633,2020-02-29 16:45:00,Male,White,"28",Medium,,Light,Hispanic Origin,,"0",MA,"","1"
FC20001633,2020-02-29 16:45:00,Female,White,"43",Medium,,Medium Brown,,,"0",MA,"","1"
FC20001503,2020-02-29 17:16:00,Male,Black,"31",Medium,Curly,Medium Brown,Not of Hispanic Origin,,"0",MA,"","1"
FC20001508,2020-02-29 20:35:00,Male,Black,"35",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001505,2020-02-29 20:49:00,Male,Black,"18",Thin,Dreadlocks,Dark Brown,,,"0",MA,"","1"
FC20001507,2020-02-29 21:00:00,Male,White,"25",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001507,2020-02-29 21:00:00,Male,Black,"27",Medium,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001507,2020-02-29 21:00:00,Male,Black,"28",Medium,Braided,Medium Brown,Hispanic Origin,,"0",MA,ID Only - Never had Personal Driver License,"0"
FC20001506,2020-02-29 21:27:00,Male,White,"37",Medium,,,Hispanic Origin,,"0",MA,"","0"
FC20001515,2020-02-29 22:00:00,Male,Black,"28",Thin,Pony Tail,Light Brown,Hispanic Origin,,"0",MA,Class D,"0"
FC20001515,2020-02-29 22:00:00,Male,Black,"27",Unknown,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001515,2020-02-29 22:00:00,Male,Black,"25",Stocky,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001510,2020-02-29 22:05:00,Male,Black,"15",,,,Unknown,,"0",,"","1"
FC20001528,2020-03-01 00:00:00,Male,Black,"45",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001512,2020-03-01 00:30:00,Male,Black,"16",,,,Unknown,,"0",,"","1"
FC20001512,2020-03-01 00:30:00,Male,Black,"15",,,,Unknown,,"0",,"","1"
FC20001519,2020-03-01 01:20:00,Male,Black,"25",,,,Unknown,,"0",MA,Class D,"1"
FC20001519,2020-03-01 01:20:00,Male,Black,"25",Heavy,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001519,2020-03-01 01:20:00,Male,Black,"26",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001514,2020-03-01 01:21:00,Male,Black,"39",Medium,,Dark Brown,Not of Hispanic Origin,,"0",MA,ID Only - Never had Personal Driver License,"0"
FC20001513,2020-03-01 01:37:00,Male,Black,"23",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001513,2020-03-01 01:37:00,Female,Black,"21",,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001517,2020-03-01 03:12:00,Male,Black,"31",Average,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001518,2020-03-01 04:02:00,Male,Unknown,"27",Medium,,Medium Brown,Unknown,,"0",MA,"","1"
FC20001518,2020-03-01 04:02:00,Male,Black,"27",Medium,,,Not of Hispanic Origin,,"0",MA,Class D,"1"
FC20001520,2020-03-01 08:20:00,Male,White,"52",,,,Not of Hispanic Origin,,"0",,"","0"
FC20001520,2020-03-01 08:20:00,Male,White,"52",,,,Not of Hispanic Origin,,"0",,"",
FC20001521,2020-03-01 09:50:00,Male,White,"30",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001532,2020-03-01 10:10:00,Female,Black,"20",Thin,Braided,Light,,,"0",MA,"","1"
FC20001522,2020-03-01 10:40:00,Male,Black,"34",Medium,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001523,2020-03-01 11:40:00,Male,Black,"25",Thin,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001526,2020-03-01 12:00:00,Male,White,"22",Medium,,,Hispanic Origin,,"0",MA,"","1"
FC20001526,2020-03-01 12:00:00,Male,Black,"20",Thin,Short,Light,Not of Hispanic Origin,,"0",MA,"","1"
FC20001531,2020-03-01 12:33:00,Male,Black,"27",,Dreadlocks,Dark,Not of Hispanic Origin,,"0",,"","0"
FC20001531,2020-03-01 12:33:00,Male,Black,"55",,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001529,2020-03-01 14:00:00,Male,Black,"24",Heavy,,,Hispanic Origin,,"0",MA,"","0"
FC20001527,2020-03-01 14:27:00,Male,Black,"21",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001527,2020-03-01 14:27:00,Male,Black,"26",Thin,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001527,2020-03-01 14:27:00,Male,Black,"23",Medium,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001527,2020-03-01 14:27:00,Male,Black,"22",,,,,,"0",MA,Class D,"0"
FC20001533,2020-03-01 17:40:00,Male,Black,"40",Medium,Short,Dark Brown,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001534,2020-03-01 21:08:00,Male,Black,"22",Medium,Dreadlocks,Medium Brown,Not of Hispanic Origin,,"0",MA,Personal Driver License,"0"
FC20001540,2020-03-01 22:00:00,Male,Black,"15",Thin,,Brown,Not of Hispanic Origin,,"0",MA,"","1"
FC20001540,2020-03-01 22:00:00,Male,Black,"25",Thin,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001538,2020-03-01 22:15:00,Male,Black,"50",Thin,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001539,2020-03-01 22:23:00,Male,Black,"27",,,,Hispanic Origin,,"0",MA,Class D,"0"
FC20001535,2020-03-02 02:29:00,Male,Black,"31",Medium,Short,Dark,Not of Hispanic Origin,,"0",MA,"","1"
FC20001541,2020-03-02 08:37:00,Female,White,"26",,,,Not of Hispanic Origin,,"0",MA,Class D,"0"
FC20001541,2020-03-02 08:37:00,Male,Black,"32",Thin,,,Not of Hispanic Origin,,"0",MA,ID Only - Never had Personal Driver License,"0"
FC20001542,2020-03-02 09:40:00,Male,White,"46",Thin,Straight,Light Brown,Hispanic Origin,,"0",MA,"","0"
FC20001564,2020-03-02 10:14:00,Male,White,"31",Thin,Straight,Light,,,"0",MA,"","1"
FC20001564,2020-03-02 10:14:00,Male,White,"38",Medium,Short,Light,Not of Hispanic Origin,,"0",MA,"","1"
FC20001543,2020-03-02 10:48:00,Male,Black,"43",,,,Hispanic Origin,,"0",MA,Class D,"0"
FC20001544,2020-03-02 11:47:00,Male,Black,"26",Thin,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001544,2020-03-02 11:47:00,Male,Black,"29",Thin,,Light,,,"0",MA,"","0"
FC20001544,2020-03-02 11:47:00,Male,Black,"25",Thin,Dreadlocks,Medium,Not of Hispanic Origin,,"0",MA,"","0"
FC20001544,2020-03-02 11:47:00,Male,Black,"20",Obese,,,Not of Hispanic Origin,,"0",MA,ID Only - Never had Personal Driver License,"0"
FC20001544,2020-03-02 11:47:00,Male,Black,"21",Heavy,,,Not of Hispanic Origin,,"0",MA,"","0"
FC20001545,2020-03-02 11:53:00,Male,Black,"30",Medium,Braided,Brown,Not of Hispanic Origin,,"0",MA,Other: M,"0"
FC20001545,2020-03-02 11:53:00,Male,Black,"28",Medium,Short,Light Brown,,,"0",MA,"","0"
FC20001550,2020-03-02 11:59:00,Male,Black,"41",,Bald or Balding,Light Brown,Unknown,,"0",MA,ID Only - Never had Personal Driver License,"0"
FC20001546,2020-03-02 12:45:00,Male,White,"40",Thin,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001546,2020-03-02 12:45:00,Male,White,"37",Medium,,,Not of Hispanic Origin,,"0",MA,"","1"
FC20001662,2020-03-02 13:00:00,Male,Black,"41",,Bald or Balding,Light Brown,Unknown,,"0",MA,ID Only - Never had Personal Driver License,"1"
