"recnum","fc_num","contact_date","sex","race","age","build","hair_style","complexion","ethnicity","otherclothing"
"100018492","F160015931","2016-03-31 16:55:00.0000000","Male","Black","17","Small","Short","Medium Brown","Not of Hispanic Origin","KNOWN GANG MEMBER (RUGGLES ST)
WEARING GRAY HOODED SWEATSHIRT, GRAY JEANS"
"100018668","F160016026","2016-04-03 21:20:00.0000000","Male","Black","21","Medium","","Fair","Hispanic Origin","BLACK/GREEN CAP, BLACK COAT, BLUE PANTS, BLACK SNEAKERS"
"100017791","F160015231","2016-03-14 00:50:00.0000000","Male","White","32","Heavy","","","","BLACK JACKET, WHITE PANTS"
"100016949","F160013876","2016-02-27 19:20:00.0000000","Male","Black","25","Thin","","Dark","Not of Hispanic Origin","DARK JACKET, BLUE JEANS"
"100018681","F160016027","2016-04-03 19:30:00.0000000","Male","White","33","Medium","","","",""
"100015260","F160013500","2016-02-20 00:00:00.0000000","Male","Unknown","15","Small","","Light Brown","Hispanic Origin","LIGHT GREY HOODIE,BLUE JEANS, BLACK SHOES"
"100015095","F160013385","2016-02-17 13:01:00.0000000","Male","Unknown","15","Small","","Light Brown","Hispanic Origin","GRAY SWEATSUIT"
"100016120","F160014151","2016-03-01 20:15:00.0000000","Male","Unknown","15","Small","Braids","Light Brown","Hispanic Origin","GREY HOODED SWEATSHIRT, BLUE JEANS"
"100016901","F160014877","2016-03-08 18:35:00.0000000","Male","Unknown","15","Small","","Light Brown","Hispanic Origin","WHITE/BLACK CREWNECK SWEATSHIRT, GREY SWEATPANTS, BRAIDS, NO HAT"
"100015247","F160013505","2016-02-20 17:55:00.0000000","Male","Black","21","Thin","Short","Light Brown","","GRAY HOODED SWEATSHIRT, BLUE JEANS"
"100014939","F160013253","2016-02-12 22:07:00.0000000","Male","Black","37","Thin","Thick","Dark Brown","","LONG GOATEE, BROWN SKI HAT, BROWN JACKET, GREY CHAMPION HOODIE, BLUE JEANS, GREY, GREY & BLACK SNEAKERS, AND LIME GREEN PACKPACK."
"100017748","F160015240","2016-03-14 12:02:00.0000000","Male","Unknown","22","Thin","Long","Medium","Hispanic Origin","BLACK HOODIE, BLUE JEANS, WHITE SNEAKERS."
"100015146","F160013399","2016-02-17 16:30:00.0000000","Male","Black","22","","","","","BLACK HOODIE, BLUE JEANS"
"100018001","F160015581","2016-03-19 20:34:00.0000000","Male","Black","","Muscular","Short","Black","Not of Hispanic Origin","BLACK HOODIE, WHITE TSHIRT, BLACK JEANS"
"100016619","F160014605","2016-02-29 22:49:00.0000000","Male","Unknown","24","Stocky","","Light Brown","","DARK CLOTHING, BREWERS M TATTOO ON NECK"
"100017464","F160015184","2016-03-12 20:45:00.0000000","Male","White","19","Thin","Short","Light Brown","Hispanic Origin","BLK KNIT HAT, BLK HOODY, FATIGUE PANTS, BLK BOOTS"
"100018885","F160016146","2016-04-08 17:30:00.0000000","Male","Black","21","Medium","Short","Medium Brown","","GRAY T-SHIRT, BLUE JEANS, BLACK SNEAKERS"
"100016615","F160014604","2016-03-05 00:33:00.0000000","Male","Black","24","Stocky","","","",""
"100019088","F160016307","2016-04-13 11:40:00.0000000","Male","White","17","Medium","","","",""
"100017500","F160015225","2016-03-13 19:09:00.0000000","Male","Black","13","Medium","Short","Dark Brown","Not of Hispanic Origin","RED HOODIE, WHITE T-SHIRT, BLUE JEANS, WHITE SNEAKERS"
"100017475","F160015171","2016-03-12 14:41:00.0000000","Male","Unknown","24","","","","Not of Hispanic Origin","CURLEY HAIR, WHITE TSHIRTS, BLACK SWEATPANTS"
"100014896","F160013188","2016-02-11 12:30:00.0000000","Male","White","28","Thin","Short","Light","","WEARING A BLACK JACKET, BLACK AND WHITE STRIPED HOODED SWEATSHIRT, AND BLUE JEANS"
"100019122","F160016331","2016-04-14 02:18:00.0000000","Male","White","40","Medium","Short","Fair","Not of Hispanic Origin","BLACK NIKE HOODIE, GRAY SWEAT PANT, BLACK SNEAKERS, GREEN BACKPACK."
"100015268","F160013512","2016-02-20 21:11:00.0000000","Male","Black","20","Thin","","","","BLACK VEST, BLACK HOODY"
"100017240","F160014794","2016-03-08 05:30:00.0000000","Male","White","26","Medium","","","Not of Hispanic Origin","BLK SHIRT,BLUE JEANS BLK SNEAKERS"
"100017830","F160015445","2016-03-11 18:50:00.0000000","Male","Black","","Medium","","Light Brown","Hispanic Origin","BRUINS WINTER HAT THAT WAS GRAY AND BLACK, BLACK HOODED SWEATSHIRT, BLACK SWEATPANTS, WHITE AIRFORCE SNEAKERS, BEARD"
"100019147","F160016348","2016-04-14 18:00:00.0000000","Male","Unknown","25","Medium","Short","Medium","Not of Hispanic Origin","MIDDLE EASTERN MALE, WEARING A BLACK JACKET, GREY SWEAT PANTS, BLACK SNEAKERS"
"100018382","F160015846","2016-03-28 18:50:00.0000000","Male","Black","34","Stocky","","Light Brown","Not of Hispanic Origin","BLACK CAP,  BLACK JACKET, GRAY HOODIE, GRAY SWEAT PANTS,  BLACK  SNEAKERS"
"100015276","F160013481","2016-02-19 18:15:00.0000000","Male","Black","18","Heavy","","Light","","RED SWEATSHIRT, GREY SWEATPANTS, OPERATING YELLOW DIRTBIKE"
"100018380","F160015852","2016-03-28 02:21:00.0000000","Male","Black","32","Thin","","Black","Unknown",""
"100016427","F160014459","2016-03-04 02:00:00.0000000","Male","Black","21","Thin","Braids","Light Brown","Not of Hispanic Origin","GRAY HOODIE, BLK JEANS, BLACK NIKE SNEAKERS WITH ORANGE LACES AND GREEN NIKE CHECK"
"100016421","F160014403","2016-03-03 15:00:00.0000000","Male","Black","21","","","","Not of Hispanic Origin",""
"100015461","F160013651","2016-02-23 22:30:00.0000000","Male","Black","21","","","","Not of Hispanic Origin","RED HOODIE"
"100018311","F160015784","2016-03-26 17:00:00.0000000","Male","Black","21","Thin","","Light Brown","Not of Hispanic Origin","RED TEE SHIRT, JEANS, BLUE BICYCLE"
"100017519","F160015232","2016-03-14 01:00:00.0000000","Male","Black","21","Thin","","Light Brown","Not of Hispanic Origin",""
"100018842","F160016159","2016-04-09 00:35:00.0000000","Male","Black","21","Thin","","Light Brown","Not of Hispanic Origin",""
"100019011","F160016269","2016-04-12 12:30:00.0000000","Male","Black","21","Thin","","Light Brown","Not of Hispanic Origin","GREEN JACKET AND WHITE HOODIE,"
"100018792","F160016124","2016-04-08 01:08:00.0000000","Male","Black","21","Thin","","Light Brown","Not of Hispanic Origin",""
"100018589","F160016006","2016-04-03 02:30:00.0000000","Male","Black","21","Thin","","Light Brown","Not of Hispanic Origin",""
"100017676","F160015344","2016-03-15 18:45:00.0000000","Male","White","18","Medium","","Light","Hispanic Origin","GRAY HOODY, BLUE JEANS"
"100014672","F160013069","2016-02-09 19:22:00.0000000","Male","White","18","Medium","Long","Light","Hispanic Origin","PONYTAIL IN HAIR"
"100017647","F160015308","2016-03-14 21:30:00.0000000","Male","Black","17","Medium","Short","Medium Brown","Not of Hispanic Origin","WHITE TEE SHIRT, BLACK SWEAT PANTS, MUSTACHE"
"100016234","F160014306","2016-03-02 19:06:00.0000000","Male","Black","16","Heavy","","","",""
"100016570","F160014308","2016-03-02 18:45:00.0000000","Male","Black","30","Medium","","Light Brown","Not of Hispanic Origin","BLACK ""CANADA GOOSE"" JACKET WITH FUR, BLUE JEANS"
"100015129","F160013378","2016-02-17 09:00:00.0000000","Male","Black","30","Medium","","Light Brown","Not of Hispanic Origin",""
"100018031","F160015618","2016-03-19 21:40:00.0000000","Male","Black","30","Medium","","Black","Not of Hispanic Origin",""
"100018147","F160015678","2016-03-23 09:40:00.0000000","Male","Black","30","Medium","","Black","Not of Hispanic Origin",""
"100019228","F160016404","2016-04-16 00:18:00.0000000","Male","Black","22","Muscular","Short","Medium Brown","Not of Hispanic Origin","DENIM JACKET, BLACK SHIRT, BLUE SWEATS"
"100017514","F160015223","2016-03-13 19:15:00.0000000","Male","White","","Stocky","Short","Light Brown","Hispanic Origin","SHIRTLESS, RED SHORTS, BLOODY NOSE AFTER FIGHT"
"100018664","F160016041","2016-04-04 19:00:00.0000000","Male","White","18","Thin","","Light Brown","Hispanic Origin","GREY HOODED SWEATSHIRT; GREY JACKET; BLUE JEANS; GLASSES; RED/ GREY BACKPACK"
"100015309","F160013447","2016-02-19 01:30:00.0000000","Female","White","18","Thin","","Light Brown","Not of Hispanic Origin",""
"100015040","F160013280","2016-02-14 00:45:00.0000000","Female","White","18","Thin","","Light Brown","Not of Hispanic Origin",""
"100018623","F160016032","2016-04-03 17:00:00.0000000","Male","Black","35","","","","Not of Hispanic Origin",""
"100016805","F160014803","2016-03-08 10:02:00.0000000","Male","Black","19","Thin","","Brown","Not of Hispanic Origin",""
"100017258","F160014966","2016-03-09 00:00:00.0000000","Male","Black","23","Medium","Short","Light","Unknown","WEARING A RED HOODIE AND GREY SWEAT PANTS.  STATES THAT HE LIVES AT 30 NEWTON ST IN BROCKTON WITH A GIRLFRIEND, BUT IS OBSERVED ALMOST EVERYDAY DOWN LENOX ST"
"100015272","F160013474","2016-02-19 17:59:00.0000000","Male","Black","24","Stocky","Short","Dark Brown","Not of Hispanic Origin","KNOWN GANG MEMBER (NORFOLK/MORSE ST)
PRIOR FIREARM ARRESTS
PRIOR DRUG ARRESTS"
"100018085","F160015638","2016-03-22 11:30:00.0000000","Male","Black","17","Medium","Short","Dark","Not of Hispanic Origin",""
"100015286","F160013520","2016-02-21 00:20:00.0000000","Male","Black","19","Thin","Short","Brown","Not of Hispanic Origin",""
"100015907","F160014092","2016-02-29 21:00:00.0000000","Male","Black","19","Medium","","Dark","",""
"100014930","F160013247","2016-02-11 18:30:00.0000000","Male","Black","23","Medium","","Light Brown","","BLACK WHITE SOX CAP, BLK HOODIE, WHT TSHIRT, GREY SWEATPANTS, BLK BOOTS"
"100018819","F160016154","2016-04-08 21:15:00.0000000","Male","Black","27","Thin","","Dark Brown","",""
"100019247","F160016421","2016-04-16 17:05:00.0000000","Male","Black","40","Medium","","Medium Brown","Hispanic Origin","BLACK HAT, BLACK JACKET, BLACK JEANS, BLACK SEAKERS, BLACK HELMET (NOT WORN), UNSHAVEN"
"100019245","F160016417","2016-04-16 11:20:00.0000000","Male","Black","33","Medium","","Medium Brown","","GRAY SWEATSUIT"
"100019170","F160016347","2016-04-14 00:00:00.0000000","Male","Black","33","Medium","","Medium Brown","",""
"100018969","F160016202","2016-04-10 21:03:00.0000000","Female","Black","24","Medium","Long","Medium Brown","Not of Hispanic Origin","PURPLE COAT, BLK PANTS"
"100019176","F160016360","2016-04-15 02:00:00.0000000","Male","Black","58","Thin","Short","Brown","Not of Hispanic Origin","BLUE HAT/BLK JACKET,BLUE JEANS"
"100016584","F160014574","2016-03-04 17:00:00.0000000","Female","Black","35","Medium","","Dark Brown","Not of Hispanic Origin","BROWN JACKET, PINK T-SHIRT, BROWN PLAID PANTS"
"100016420","F160014403","2016-03-03 15:00:00.0000000","Male","Black","23","Thin","","Medium","Not of Hispanic Origin",""
"100015144","F160013399","2016-02-17 16:30:00.0000000","Male","Black","23","Thin","","Medium","Not of Hispanic Origin","DENIM JACKET, GREY SWEATPANTS"
"100018529","F160015954","2016-04-01 12:50:00.0000000","Male","Black","24","Thin","","Medium","Not of Hispanic Origin","BRAIDED HAIR, BLACK HOODIE, BLUE JEANS,  BLACK SNEAKERS"
"100017780","F160015432","2016-03-17 04:55:00.0000000","Male","Asian","27","Medium","","","Not of Hispanic Origin","WEARING A BLACK SWEATSHIRT, BLUE PLAID PAJAMA STYLE PANTS"
"100016288","F160014309","2016-03-02 20:47:00.0000000","Male","Unknown","24","","","","Hispanic Origin","RED AND BLUE ZIP UP  JACKET/BLUE JEANS"
"100016241","F160014320","2016-03-03 01:25:00.0000000","Female","Black","26","Medium","","Light Brown","Not of Hispanic Origin","BLACK JACKET, RED T-SHIRT, GRAY SWEATPANTS, BROWN SHOES"
"100018659","F160016016","2016-04-02 01:53:00.0000000","Male","Black","23","","","","",""
"100015904","F160014077","2016-03-01 03:00:00.0000000","Male","Asian","45","","","","Not of Hispanic Origin","BLACK JACKET, BLUE POLO, BLUE JEANS ,TAN SNEAKERS"
"100018410","F160015880","2016-03-30 02:50:00.0000000","Male","Asian","45","","","","Not of Hispanic Origin",""
"100017392","F160015126","2016-03-11 09:20:00.0000000","Male","White","54","Medium","Short","Light","","BROWN COAT, BLACK PANTS, BROWN BOOTS"
"100019022","F160016270","2016-04-11 08:30:00.0000000","Male","White","46","Medium","Short","Light","","GREY COAT, BLUE JEANS, BLACK SNEAKERS"
"100015812","F160013909","2016-02-28 18:40:00.0000000","Male","White","26","Heavy","Braids","","","WHITE SHIRT, BLUE JEANS."
"100015558","F160013689","2016-02-24 13:35:00.0000000","Male","White","24","Thin","Short","Light","Not of Hispanic Origin","BROWN COAT, BLUE JEANS, BLACK BOOTS"
"100018740","F160016071","2016-04-06 01:00:00.0000000","Male","White","48","Thin","","Light","Not of Hispanic Origin",""
"100016044","F160014049","2016-02-29 18:15:00.0000000","Male","Black","24","Heavy","Short","Brown","","BLACK HOODIE, GRAY SWEATPANTS, WHITE SNEAKERS"
"100017820","F160015438","2016-03-17 14:30:00.0000000","Male","Black","26","Medium","Short","Light Brown","Not of Hispanic Origin","BLUE BASEBALL CAP, GRAY HOODIE, BLUE JEAN"
"100015643","F160013822","2016-02-25 19:07:00.0000000","Male","Black","31","","","","Not of Hispanic Origin",""
"100016769","F160014663","2016-03-06 19:04:00.0000000","Male","Black","21","Thin","","Dark","Not of Hispanic Origin",""
"100016735","F160014625","2016-03-05 21:45:00.0000000","Male","Black","28","","","","","BLACK HOODED SWEATSHIRT, DARK JEANS."
"100018889","F160016158","2016-04-08 23:45:00.0000000","Male","White","32","Medium","","","",""
"100014873","F160013223","2016-02-11 19:01:00.0000000","Male","Black","30","Medium","","","","BLACK JACKET"
"100017415","F160014935","2016-03-09 18:00:00.0000000","Male","Black","25","","","Medium","Not of Hispanic Origin",""
"100016113","F160014070","2016-03-01 00:30:00.0000000","Male","Black","24","","","","Not of Hispanic Origin","GREY SWEATSHIRT BLUE JEANS"
"100016583","F160014574","2016-03-04 17:00:00.0000000","Male","Black","37","Thin","","Medium","Not of Hispanic Origin","BLACK JACKET, BLUE JEANS"
"100018038","F160015458","2016-03-17 01:27:00.0000000","Male","Black","37","Thin","","Medium","Not of Hispanic Origin",""
"100018904","F160016178","2016-04-09 18:21:00.0000000","Male","Black","20","Obese","Short","Medium Brown","Not of Hispanic Origin","WHITE/BLACK JACKET, BLK JEANS"
"100017414","F160014935","2016-03-09 18:00:00.0000000","Male","Black","19","Obese","","Brown","Unknown",""
"100017453","F160014962","2016-03-08 21:11:00.0000000","Male","Black","19","Obese","","Brown","Unknown",""
"100015621","F160013768","2016-02-25 11:55:00.0000000","Male","Black","19","Obese","","Brown","Unknown","BLACK SWEAT PANTS AND WHITE AND BLACK HOODIE"
"100014688","F160013084","2016-02-10 02:01:00.0000000","Male","White","20","","","","Not of Hispanic Origin","PATRIOTS BASEBALL HAT, FLAT BRIM, RED HOODED SWEATSHIRT, DARK JACKET, BLUE JEANS"
"100014671","F160013065","2016-02-09 18:01:00.0000000","Male","Black","25","Stocky","Short","Medium Brown","","RED/  BLUE  CAP, BLUE HOODIE, BLUE JEANS"
"100017131","F160014943","2016-03-09 17:45:00.0000000","Male","Black","24","Small","","Dark","Unknown",""
"100017844","F160015480","2016-03-18 09:45:00.0000000","Male","Black","22","Thin","Braids","Black","Not of Hispanic Origin","MAROON/GREY HOODIE, MAROON SWREATPANTS, WHITE SNEAKERS"
"100015241","F160013471","2016-02-18 21:00:00.0000000","Male","Asian","47","","","","Not of Hispanic Origin","GRAY SWEAT PANTS W/ ARMY WRITTEN DOWN LEG IN BLK LETTERING/ BLACK JACKET / BLACK BOOTS"
"100019226","F160016409","2016-04-16 02:10:00.0000000","Male","Black","40","","","","Unknown",""
"100016072","F160014097","2016-03-01 11:00:00.0000000","Male","Black","25","","","","","BLACK HOODIE, BLACK  JEANS"
"100018725","F160016078","2016-04-06 08:37:00.0000000","Male","Black","22","","","","Unknown",""
"100019185","F160016375","2016-04-15 07:30:00.0000000","Male","Black","17","Thin","Short","Medium Brown","Unknown","OFF-WHITE BALL CAP, DARK COLORED HOODED JACKET, CAMOUFLAGE PANTS & DARK SNEAKERS. CARRYING DARK GRAY PUMA BACK PACK."
"100016812","F160014671","2016-03-07 02:26:00.0000000","Male","Black","18","Thin","","Medium Brown","Not of Hispanic Origin","BLACK SWEAT SHIRT BLUE JEANS"
"100018917","F160016164","2016-04-09 00:00:00.0000000","Male","White","38","Medium","Short","","Unknown","GRAY HOODIE, BLUE BASEBALL HAT, BLUE JEANS"
"100017768","F160015418","2016-03-16 20:05:00.0000000","Male","Black","35","Medium","Short","Medium Brown","",""
"100015184","F160013400","2016-02-17 18:40:00.0000000","Male","Black","22","Muscular","Short","Medium","","BLACK HOODIE, TAN PANTS, WHITE SNEAKERS"
"100018063","F160015622","2016-03-20 21:21:00.0000000","Male","Black","25","Obese","","Medium Brown","Hispanic Origin","WEARING GRAY SWEATSHIRT, GRAY JEANS, WHITE SNEAKERS"
"100016237","F160014307","2016-03-02 11:50:00.0000000","Male","Black","21","","","Dark","Unknown","BLACK AND RED SWEATER, BLUE JEANS...
TRUE RELIGION TATTOO BELLOW HIS RIGHT EYE"
"100016854","F160014652","2016-03-04 22:00:00.0000000","Male","Black","17","Medium","","Medium","","LIGHT GRAY HOODIE, JEANS"
"100018979","F160016225","2016-04-11 11:45:00.0000000","Male","Black","18","","","","Hispanic Origin","BLUE BACKPACK, BLUE ZIP UP JACKET WITH JEANS, BRACES WITH RED BANDS"
"100018276","F160015796","2016-03-24 01:05:00.0000000","Female","White","28","Thin","","","Not of Hispanic Origin",""
"100017428","F160015196","2016-03-13 09:00:00.0000000","Male","Black","34","","Long","","Hispanic Origin","BLACK JACKET, BLACK PANTS"
"100016836","F160014657","2016-03-05 22:28:00.0000000","Male","Black","17","Medium","Short","Medium Brown","","BLACK PUFFY JACKET, BLACK HOODED SWEATSHIRT WITH WHITE STRINGS, BLACK WINTER KNIT HAT, BLUE JEANS ALL RIPPED, BROWN BOOTS"
"100018443","F160015892","2016-03-30 13:05:00.0000000","Male","White","66","Average","","Pale","Not of Hispanic Origin","BLUE KNIT CAP, GRAY JACKET, AND BLUE PANTS."
"100018461","F160015922","2016-03-31 08:30:00.0000000","Male","White","66","Medium","Short","Light","Not of Hispanic Origin","GREY COAT, BLUE PANTS, BLACK SHOES"
"100015142","F160013416","2016-02-17 21:30:00.0000000","Male","Black","17","Stocky","","Medium","Unknown","GRAY SWEATSHIRT, MAROON SWEATSHIRT, BLUE JEANS"
"100018334","F160015746","2016-03-25 02:08:00.0000000","Male","Black","19","Thin","Short","Light Brown","Not of Hispanic Origin","NAVY BLUE HOODED SWEATSHIRT, BLUE JEANS"
"100016107","F160014074","2016-03-01 02:30:00.0000000","Male","Unknown","35","Medium","","","","BLK JACKET, GRY HOODIE, BLUE JEANS"
"100018773","F160016064","2016-04-05 21:37:00.0000000","Male","Black","26","Medium","","Dark","Not of Hispanic Origin","DARK BLUE HOODIE, GREEN  CAMOFLAGE PANTS, TAN BOOTS"
"100015705","F160013860","2016-02-26 00:00:00.0000000","Male","Black","18","Small","Braids","Light","","BLUE JEANS, GREY HOODIE"
"100016876","F160014785","2016-03-07 22:30:00.0000000","Male","Black","24","Medium","","Brown","",""
"100016224","F160014304","2016-03-02 00:00:00.0000000","Male","Black","29","Medium","","Black","Not of Hispanic Origin","BLACK REDSOX CAP WITH WHITE ""B"", BLACK ZIP-UP ""CHAMPION"" HOODED SWEATSHIRT WITH GANG RELATED (""W.P.D"" / ""O.H.P"") PRINT ON THE REAR, BLUE JEANS, AND BLACK NIKE ""AF1"" SNEAKERS."
"100018996","F160016260","2016-04-11 22:00:00.0000000","Male","Black","25","Medium","","Medium Brown","Not of Hispanic Origin","BLUE JEANS, BLACK JACKET."
"100015122","F160013337","2016-02-16 11:30:00.0000000","Female","White","30","","","","",""
"100016819","F160014792","2016-03-08 01:30:00.0000000","Male","Black","19","Heavy","","Medium Brown","Not of Hispanic Origin","BLACK JACKET GRAY JACKET GRAY SWEATPANTS SNEAKERS"
"100017416","F160014935","2016-03-09 18:00:00.0000000","Male","Black","19","Heavy","","Medium Brown","Not of Hispanic Origin",""
"100018984","F160016203","2016-04-10 20:30:00.0000000","Male","Black","35","Stocky","","Light","Not of Hispanic Origin","BLACK PUFFY JACKET & JEANS"
"100017761","F160015414","2016-02-17 22:30:00.0000000","Male","White","27","Medium","Short","Medium","Hispanic Origin","GRY HOODIE, BLK JEANS"
"100016108","F160014075","2016-03-01 02:45:00.0000000","Male","Black","50","Medium","","Medium Brown","","BLK JACKET, BLUE JEANS BROWN BOOTS"
"100017793","F160015228","2016-03-13 19:00:00.0000000","Male","Asian","22","Thin","Short","","Not of Hispanic Origin",""
"100016101","F160014147","2016-03-01 18:15:00.0000000","Male","Black","48","","","","Not of Hispanic Origin","BLACK JACKET, BLUE JEANS"
"100018820","F160016154","2016-04-08 21:15:00.0000000","Male","Black","26","Medium","","Albino","",""
"100017129","F160014975","2016-03-10 01:30:00.0000000","Male","Black","27","","","","Not of Hispanic Origin",""
"100017112","F160014670","2016-03-07 01:30:00.0000000","Male","White","32","","","","","BLACK JACKET, GRAY SEATPANTS, GRAY SNEAKERS"
"100016850","F160014653","2016-02-29 19:30:00.0000000","Male","White","15","Medium","","Light","Hispanic Origin","BLUE JACKET WITH HOOD"
"100017819","F160015443","2016-03-07 18:30:00.0000000","Male","White","15","Medium","","Light","Hispanic Origin","DARK JACKET , BLUE JEANS"
"100018874","F160016145","2016-04-08 19:00:00.0000000","Male","Black","28","Medium","Short","Medium","Not of Hispanic Origin","BLK T-SHIRT, RED SWEAT PANTS, BLK SNEAKERS"
"100016212","F160014301","2016-02-29 21:50:00.0000000","Male","Black","56","Stocky","Receding / Thin","Dark Brown","Not of Hispanic Origin",""
"100017110","F160014927","2016-03-09 10:12:00.0000000","Male","Black","25","Medium","","Brown","Not of Hispanic Origin","BLACK CHAMPION HOODED SWEATSHIRT AND BLACK JEANS"
"100018987","F160016227","2016-04-11 15:08:00.0000000","Male","Black","","","","","",""
"100015740","F160013792","2016-02-25 02:25:00.0000000","Male","White","36","Medium","","","Hispanic Origin","BLACK JACKET, TAN TSHIRT, BROWN PANTS, BROWN SHOES"
"100018654","F160016020","2016-04-03 18:30:00.0000000","Male","White","36","Medium","","","Hispanic Origin",""
"100018626","F160016003","2016-04-02 05:07:00.0000000","Male","White","36","Medium","Short","Light Brown","Hispanic Origin","BLACK LEATHER JACKET, BLACK HOODED SWEATSHIRT, BLACK JEANS, WHITE SNEAKERS, BLACK BACKPACK,"
"100018747","F160016106","2016-04-07 00:00:00.0000000","Male","White","32","Thin","Short","Light","Not of Hispanic Origin","BLACK JACKET, BLUE JEANS"
"100019074","F160016246","2016-04-11 22:05:00.0000000","Male","Black","19","Small","","Light","Hispanic Origin",""
"100016914","F160014664","2016-03-06 21:45:00.0000000","Male","Black","27","","","Albino","","BLACK LEATHER, GREY JEANS, RED SNEAKERS"
"100016390","F160014455","2016-03-03 22:00:00.0000000","Female","Black","24","Thin","","","Not of Hispanic Origin",""
"100018568","F160015994","2016-04-02 19:20:00.0000000","Male","Black","24","","","","Not of Hispanic Origin",""
"100017560","F160015177","2016-03-12 18:15:00.0000000","Male","Black","19","","","","",""
"100015300","F160013459","2016-02-19 11:50:00.0000000","Female","White","38","Medium","Long","Light","","LONG GRAY COAT, BLUE JEANS."
"100015152","F160013408","2016-02-17 21:35:00.0000000","Male","Black","27","","","","","GRAY SWEAT PANTS, BLACK SWEATSHIRT, BROWN JACKET."
"100015770","F160013897","2016-02-28 03:00:00.0000000","Female","Black","25","Stocky","Straight","","Hispanic Origin","BLACK JACKET, BLUE JEANS"
"100016766","F160014645","2016-03-06 14:50:00.0000000","Male","Unknown","32","Medium","Long","Medium","Hispanic Origin","GRAY SNEAKERS, BLACK SWEATER, BLUE JEANS, BLK KNIT CAP"
"100019043","F160016303","2016-04-12 12:30:00.0000000","Male","White","16","Thin","Long","Light","Hispanic Origin","BLUE WINDBREAKER JACKET"
"100016607","F160014597","2016-03-04 20:25:00.0000000","Male","Black","23","Heavy","Short","Brown","","GREY COAT, GREY SWEATPANTS"
"100017418","F160015165","2016-03-11 20:15:00.0000000","Male","White","16","Thin","","Light","Hispanic Origin","RED HOODIE, BLUE JEANS"
"100019171","F160016347","2016-04-14 00:00:00.0000000","Male","Black","32","Stocky","","Medium","",""
"100015623","F160013768","2016-02-25 11:55:00.0000000","Male","White","16","Thin","Curly","Light","Hispanic Origin","WHITE HISPANIC MALE. ROYAL BLUE JACKET /WHITE SNEAKERS/ BLUE JEANS."
"100018952","F160016208","2016-04-10 21:25:00.0000000","Male","Black","52","","","","Not of Hispanic Origin","BLUE HOODED SWEATSHIRT, TAN PANTS, TAN WORK BOOTS."
"100018381","F160015851","2016-03-28 02:09:00.0000000","Male","Black","52","Thin","","","Not of Hispanic Origin",""
"100020031","F160016818","2016-02-20 21:35:00.0000000","Male","Black","54","Medium","","Medium Brown","","GREY/BEIGE JEACKET, LIGHT BLUE JEANS"
"100014745","F160013104","2016-02-10 14:33:00.0000000","Male","Black","54","Medium","Afro","Medium Brown","","YELLOW COAT, BLACK HOODY (RED INSIDED), BLUE JEANS, TAN BOOTS"
"100016526","F160014516","2016-03-04 12:30:00.0000000","Male","White","32","Medium","Short","Light","","BLUE SWEATSHIRT, BLACK SWEATPANTS, BROWN BOOTS"
"100017122","F160014907","2016-03-08 11:00:00.0000000","Female","Black","25","Heavy","","","Hispanic Origin",""
"100019169","F160016347","2016-04-14 00:00:00.0000000","Female","Black","25","Heavy","","","Hispanic Origin",""
"100017124","F160014907","2016-03-08 11:00:00.0000000","Male","Black","58","Medium","","","Not of Hispanic Origin",""
"100018415","F160015879","2016-03-30 03:30:00.0000000","Male","Black","25","Muscular","","","",""
"100015059","F160013321","2016-02-15 14:10:00.0000000","Male","White","24","Medium","","Light Brown","Hispanic Origin","BLACK JACKET BLUE JEANS"
"100015475","F160013561","2016-02-21 23:45:00.0000000","Male","White","34","","","","","BLACK JACKET AND JEANS"
"100015537","F160013729","2016-02-24 19:17:00.0000000","Male","Black","19","Thin","Braids","Dark Brown","Not of Hispanic Origin","BLACK JACKET, BLUE JEANS"
"100016020","F160014012","2016-02-29 15:20:00.0000000","Male","Black","17","Heavy","Afro","Light","Hispanic Origin","BLACK HOODIE, BLACK PANTS,"
"100017834","F160015450","2016-03-17 18:45:00.0000000","Male","Black","17","Heavy","","Light","Hispanic Origin",""
"100015050","F160013322","2016-02-15 03:30:00.0000000","Female","Unknown","27","","","","Hispanic Origin",""
"100016952","F160013876","2016-02-27 19:20:00.0000000","Male","Black","26","Muscular","","","Unknown","BLACK SHIRT, BLUE JEANS"
"100015554","F160013680","2016-02-18 09:15:00.0000000","Male","Black","53","Medium","Short","Dark Brown","Not of Hispanic Origin","BLUE COAT, BLUE JEANS, BLACK SNEAKERS"
"100017276","F160015120","2016-03-11 11:53:00.0000000","Male","White","15","","","","","UNKNOWN"
"100015774","F160013886","2016-02-27 19:45:00.0000000","Male","White","47","Thin","Short","Light Brown","Hispanic Origin",""
"100016119","F160014151","2016-03-01 20:15:00.0000000","Male","Black","17","Thin","Curly","Medium Brown","Hispanic Origin","RED HOODED SWEATSHIRT W/WHITE TEXT, GREY SWEATPANTS"
"100015262","F160013500","2016-02-20 00:00:00.0000000","Male","Black","19","","","","Not of Hispanic Origin","BLACK HOODIE, PUFFY BLACK VEST OVER IT, BLACK SWEATPANTS, WHITE SNEAKERS WITH LIME LACES"
