"recnum","fc_num","contact_date","sex","race","age","build","hair_style","complexion","ethnicity","otherclothing"
"100012706","F160011582","2016-01-01 23:10:00.0000000","Male","Black","19","Heavy","","","","BLACK HOODIE, BLACK PANTS"
"100012501","F160011543","2016-01-01 23:27:00.0000000","Male","White","22","Medium","","Light Brown","Hispanic Origin",""
"100012502","F160011543","2016-01-01 23:27:00.0000000","Male","Black","30","Obese","","Medium Brown","Not of Hispanic Origin","BLACK JACKET, DARK PANTS, NEW YORK YANKEES FLAT BRIM BLACK HAT"
"100012547","F160011544","2016-01-01 23:45:00.0000000","Male","Black","25","Thin","Short","Medium Brown","Not of Hispanic Origin",""
"100012548","F160011544","2016-01-01 23:45:00.0000000","Male","Black","23","Heavy","Long","Medium","Not of Hispanic Origin",""
"100012625","F160011613","2016-01-02 00:11:00.0000000","Male","Black","28","Stocky","","Medium","","BLACK HAT, BLACK HOODIE, BLACK SWEATPANTS"
"100012626","F160011613","2016-01-02 00:11:00.0000000","Female","Black","25","","","","","BLACK/YELLOW HAT, BLACK SWEATER"
"100012610","F160011594","2016-01-02 00:16:00.0000000","Male","Unknown","22","Thin","","Medium","","GREY HOODIE, GREY SWEATPANTS, WHITE SNEAKERS"
"100012557","F160011549","2016-01-02 00:39:00.0000000","Male","Black","25","Heavy","Short","Medium Brown","Not of Hispanic Origin","PATRIOTS CAP, WHITE FLEECE, JEANS"
"100012507","F160011551","2016-01-02 01:15:00.0000000","Male","Unknown","26","","","","",""
"100012559","F160011552","2016-01-02 01:15:00.0000000","Male","Black","44","Small","Short","Medium Brown","Not of Hispanic Origin","BLACK JACKET, GREY SWEATPANTS"
"100012560","F160011552","2016-01-02 01:15:00.0000000","Male","Black","34","Medium","Braids","Medium Brown","Hispanic Origin","BLACK JACKET, BLUE JEANS, DREADS, BLACK KNIT HAT"
"100012707","F160011577","2016-01-01 22:45:00.0000000","Male","Black","22","","","","","BLACK JACKET, GREY HOODIE, GREY JEANS"
"100012551","F160011546","2016-01-01 22:46:00.0000000","Male","White","30","Stocky","Bald","Light Brown","Hispanic Origin","GREY ZIPPER SWEATSHIRT, BLUE TEE SHIRT, BLUE JEANS."
"100012500","F160011542","2016-01-01 23:10:00.0000000","Male","Black","45","Medium","","Dark Brown","Not of Hispanic Origin",""
"100012620","F160011611","2016-01-02 01:36:00.0000000","Male","Black","24","Medium","","Dark","","BLACK JACKET, BLACK HAT, BLUE JEANS"
"100012622","F160011611","2016-01-02 01:36:00.0000000","Male","Black","24","","","Medium","","GREEN COAT, BLACK PANTS"
"100012623","F160011611","2016-01-02 01:36:00.0000000","Male","Black","20","","","","","BROWN HAT, BROWN JACKET"
"100012510","F160011550","2016-01-02 01:25:00.0000000","Male","Black","22","Small","Short","","",""
"100012511","F160011550","2016-01-02 01:25:00.0000000","Female","White","20","Medium","Long","Light","",""
"100012512","F160011550","2016-01-02 01:25:00.0000000","Male","Black","22","","","","Hispanic Origin",""
"100012567","F160011553","2016-01-02 01:50:00.0000000","Male","Black","50","Medium","Bald","Light Brown","Not of Hispanic Origin","BLACK COAT, BLUE JEANS, WHITE ADIDAS"
"100012568","F160011554","2016-01-02 02:00:00.0000000","Male","Black","30","Unknown","","","","GRAY HOODIE/ GRAY SWEATPANTS"
"100012683","F160011556","2016-01-02 03:21:00.0000000","Male","Black","23","","","","","RED AND WHITE CAV'S HAT, BLACK NORTHFACE JACKET, BLUE JEANS"
"100012709","F160011558","2016-01-02 11:15:00.0000000","Male","White","44","Medium","Short","Medium Brown","","BLACK/RED WINTER HAT, BLACK CELTICS JACKET, JEANS"
"100012659","F160011584","2016-01-02 16:50:00.0000000","Male","Black","25","Medium","","Dark Brown","Not of Hispanic Origin","BLK HOODED COAT"
"100012660","F160011584","2016-01-02 16:50:00.0000000","Male","White","39","Medium","","Light","Not of Hispanic Origin","BLK JACKET WITH HOOD, BLUE JEANS, RED BACKPACK"
"100012661","F160011584","2016-01-02 16:50:00.0000000","Male","White","40","Thin","","","Hispanic Origin","BLK HAT, GREY SWEATSHIRT, BRWON JACKET AND JEANS"
"100012658","F160011584","2016-01-02 16:50:00.0000000","Male","White","42","Medium","","","","RED HAT, BLK COAT, BLUE JEANS"
"100012684","F160011556","2016-01-02 03:21:00.0000000","Female","Black","23","","","","","RED HAT, BLUE JEAN JACKET, BLUE JEANS"
"100013126","F160011555","2016-01-02 04:40:00.0000000","Male","White","36","","","","Hispanic Origin","RED GREY HOODY AND GREY PANTS"
"100012599","F160011578","2016-01-02 17:25:00.0000000","Male","Black","29","","","","",""
"100012687","F160011621","2016-01-02 17:30:00.0000000","Male","Black","33","Medium","Braids","Medium Brown","Unknown","BLACK SWEATSHIRT, BLUE JEANS, LONG BLACK DREADS"
"100020562","F160017265","2016-01-01 12:01:00.0000000","Female","White","22","Small","Long","Fair","Not of Hispanic Origin","BLACK DRESS, BLACK HIGH HEELS."
"100012656","F160011626","2016-01-02 18:00:00.0000000","Male","Black","34","Medium","Braids","Brown","",""
"100012601","F160011580","2016-01-02 17:37:00.0000000","Female","Black","25","Average","","","",""
"100013057","F160011574","2016-01-02 18:50:00.0000000","Male","Unknown","27","Medium","","Light","",""
"100012602","F160011581","2016-01-02 17:36:00.0000000","Male","Black","35","Average","","","",""
"100012605","F160011588","2016-01-02 17:40:00.0000000","Male","Black","35","Medium","","Dark Brown","",""
"100012639","F160011615","2016-01-02 19:01:00.0000000","Male","Black","15","","","","",""
"100012641","F160011615","2016-01-02 19:01:00.0000000","Male","Black","25","Medium","","","","BROWN JACKET, BLUE JEANS"
"100012643","F160011615","2016-01-02 19:01:00.0000000","Male","Black","44","","","","","BLACK JACKET, BLUE JEANS...FROM GEORGIA"
"100012657","F160011626","2016-01-02 18:00:00.0000000","Male","White","18","Medium","Curly","Light","",""
"100012645","F160011615","2016-01-02 19:01:00.0000000","Female","Black","46","Medium","","","","BLACK JACKET, BLACK PANTS"
"100012646","F160011615","2016-01-02 19:01:00.0000000","Male","Black","19","","","Medium","","BLACK SHIRT"
"100012690","F160011619","2016-01-02 19:30:00.0000000","Male","Black","23","Thin","Short","Dark Brown","","BLUE NEW PATRIOTS BASEBALL CAP, BLACK WOOL SWEATER COVERED WITH WHITE GEOMETRIC DESIGNS"
"100012708","F160011576","2016-01-02 19:30:00.0000000","Male","Black","26","","","","Hispanic Origin","WHITE T-SHIRT, TAN PANTS"
"100012606","F160011575","2016-01-02 19:33:00.0000000","Male","Unknown","19","","","Medium","",""
"100013058","F160011574","2016-01-02 18:50:00.0000000","Male","Unknown","28","Heavy","","Light","",""
"100012638","F160011616","2016-01-02 20:21:00.0000000","Male","Black","33","Medium","","Medium","","BLACK COAT, BLUE JEANS"
"100012644","F160011615","2016-01-02 19:01:00.0000000","Male","Black","13","","","","",""
"100012700","F160011617","2016-01-02 21:38:00.0000000","Male","Black","19","Thin","","Light","","GRAY SWEATSHIRT"
"100012636","F160011615","2016-01-02 19:01:00.0000000","Male","Black","45","","","Dark","","NAVY BLUE COAT, BLUE JEANS"
"100012699","F160011617","2016-01-02 21:38:00.0000000","Male","Black","23","Medium","","Medium Brown","","BLACK SWEATSHIRT, BLACK JEANS, KNECK TATTOOS"
"100012701","F160011617","2016-01-02 21:38:00.0000000","Male","Black","24","","","","Not of Hispanic Origin","BLACK JACKET, BLUE JEANS"
"100012702","F160011617","2016-01-02 21:38:00.0000000","Male","Black","18","","","","",""
"100012600","F160011579","2016-01-02 20:00:00.0000000","Male","White","35","Medium","","","Hispanic Origin",""
"100012609","F160011585","2016-01-02 22:00:00.0000000","Male","Black","32","Medium","","Dark Brown","","GREEN HAT, AND PANTS, BLUE JEANS, TAN AIR MAX NIKE SNEAKERS"
"100012688","F160011622","2016-01-02 22:30:00.0000000","Male","Black","28","Medium","","Medium","Unknown","BLACK SWEATSHIRT"
"100012689","F160011623","2016-01-02 22:50:00.0000000","Male","Black","28","Medium","","Dark","",""
"100012743","F160011651","2016-01-03 00:00:00.0000000","Male","Black","24","Small","","Light","",""
"100012649","F160011628","2016-01-02 22:01:00.0000000","Male","Black","37","Medium","","Medium","Not of Hispanic Origin",""
"100012648","F160011628","2016-01-02 22:01:00.0000000","Male","Black","24","Unknown","","Medium","Not of Hispanic Origin",""
"100012604","F160011586","2016-01-02 22:15:00.0000000","Male","Black","23","Medium","Braids","Medium Brown","","ACTIVE GANG MEMBER (1850 WASH)
PRIOR FIREARM ARRESTS
WEARING CHICAGO BULLS CAP, BLACK JACKET, BLUE JEANS"
"100012607","F160011589","2016-01-03 00:05:00.0000000","Male","Black","19","Thin","","Dark Brown","Not of Hispanic Origin",""
"100012608","F160011591","2016-01-03 03:05:00.0000000","Male","Black","25","Medium","Curly","Brown","","BLACK T-SHIRT, BLACK SWEAT PANTS"
"100012685","F160011590","2016-01-03 00:58:00.0000000","Male","Black","31","","","","",""
"100012686","F160011593","2016-01-03 10:40:00.0000000","Male","Black","42","Heavy","Short","Medium","Not of Hispanic Origin","BLACK JACKET, BLACK JEANS"
"100013156","F160011712","2016-01-03 00:30:00.0000000","Male","White","40","Thin","","Light","","BLACK JACKET, BLACK SWEATS, WHITE/BLACK SNEAKERS"
"100014723","F160011630","2016-01-03 01:00:00.0000000","Male","Black","23","Medium","Braids","Light Brown","",""
"100012662","F160011592","2016-01-03 10:10:00.0000000","Female","White","16","Medium","Short","Light Brown","Hispanic Origin","WHITE TOP/BLACK PANTS"
"100012678","F160011629","2016-01-03 18:54:00.0000000","Male","White","37","Thin","Short","Light Brown","Hispanic Origin","OUTSTANDING ARREST WARRANT."
"100012677","F160011629","2016-01-03 18:54:00.0000000","Female","White","35","Thin","Long","Fair","Not of Hispanic Origin","HEROIN OVERDOSE."
"100012672","F160011632","2016-01-03 19:14:00.0000000","Male","Unknown","21","","","","",""
"100012673","F160011632","2016-01-03 19:14:00.0000000","Male","Black","21","","","","",""
"100012647","F160011620","2016-01-03 17:15:00.0000000","Male","White","24","Medium","Thick","Fair","","BLACK JACKET, BLUE 1/4 ZIP SWEATER, WHITE T-SHIRT, BLUE JEANS AND BLACK BACKPACK"
"100012703","F160011618","2016-01-03 20:00:00.0000000","Male","White","38","Medium","Short","Medium","","BRN LEATHER JACKET, BLUE JEANS, BLK BOOTS"
"100012669","F160011631","2016-01-03 20:36:00.0000000","Male","Black","26","Medium","","Medium Brown","Not of Hispanic Origin",""
"100012670","F160011631","2016-01-03 20:36:00.0000000","Male","Black","20","Heavy","","Dark Brown","Not of Hispanic Origin",""
"100013052","F160011837","2016-01-03 18:00:00.0000000","Male","White","26","","","","","HEADPHONES, GREY T-SHIRT"
"100012655","F160011624","2016-01-03 21:51:00.0000000","Male","Black","24","","","","Unknown",""
"100012727","F160011653","2016-01-03 22:00:00.0000000","Male","Black","23","Medium","","Dark Brown","",""
"100012651","F160011627","2016-01-03 22:15:00.0000000","Male","Black","22","Medium","","Dark Brown","","RED SHIRT.TAN PANTS"
"100013054","F160011840","2016-01-03 18:55:00.0000000","Male","Black","29","","","","","MAROON JACKET, BLACK SWEATS"
"100012744","F160011649","2016-01-03 22:30:00.0000000","Male","Black","34","Heavy","","Medium Brown","",""
"100013055","F160011839","2016-01-03 23:15:00.0000000","Male","Black","30","","","","","BLACK BULLS HAT, BLACK HOODIE, RED SHIRT, BLUE JEANS"
"100012654","F160011624","2016-01-03 21:51:00.0000000","Male","Black","20","","Short","Light","Unknown",""
"100013072","F160011654","2016-01-04 00:00:00.0000000","Male","Black","20","Heavy","Short","Medium","Not of Hispanic Origin","WEARING BLACK HOODIE AND GRAY SWEATPANTS. IN COMPANY OF KEENAN REDDICK"
"100014548","F160012943","2016-01-03 19:22:00.0000000","Male","Black","","","","","","GREY JACKET, BLACK HAT, BLACK PANTS"
"100012940","F160011786","2016-01-07 19:30:00.0000000","Male","Black","","","","","","BLACK AND RED JACKET, KHAKI PANTS"
"100012844","F160011670","2016-01-04 00:00:00.0000000","Male","Unknown","15","","","","","GRAY/BLACK HOOD, GRAY/BLACK SWEAT PANTS"
"100012693","F160011633","2016-01-04 01:00:00.0000000","Male","Black","24","Medium","","Medium","Not of Hispanic Origin","WHT T-SHIRT, GRAY SWEATPANTS"
"100012694","F160011633","2016-01-04 01:00:00.0000000","Male","Black","31","Medium","","Medium","Not of Hispanic Origin","BLACK HOODIE, BLUE JEANS"
"100012674","F160011635","2016-01-04 02:52:00.0000000","Male","Unknown","27","Medium","","","","BLACK SWEATSHIRT, BLACK SWEATPANTS, SNEAKERS"
"100012675","F160011635","2016-01-04 02:52:00.0000000","Male","Unknown","24","Thin","Braids","","","BLACK AND GRAY HOODED SWEATSHIRT, BLACK SWEATPANTS, SNEAKERS"
"100012676","F160011635","2016-01-04 02:52:00.0000000","Male","Unknown","33","Medium","Short","","","BEIGE HOODED SWEATSHIRT, BLACK SWEATPANTS, SNEAKERS"
"","F160011657","2016-01-04 06:30:00.0000000","","","","","","","",""
"100012691","F160011637","2016-01-04 06:54:00.0000000","Male","Black","34","Thin","","Dark","","BLACK BALLCAP, BRWON HOODIE WITH HOOD UP, BLACK OVERSIZED ECKO UNLIMITED JACKET, BLUE JEANS"
"100012679","F160011636","2016-01-04 00:45:00.0000000","Male","White","23","Thin","","Medium","Not of Hispanic Origin","DARK JACKET, DARK PANTS"
"100012696","F160011639","2016-01-04 10:40:00.0000000","Male","Black","25","Medium","Short","Brown","","BLACK HOODIE, BLACK SWEATPANTS, BLACK SNEAKERS"
"100012697","F160011639","2016-01-04 10:40:00.0000000","Male","White","21","Average","Short","Light","","GRAY HOODIE, MATCHING GRAY SWEATPANTS, WHITE/GRAY SNEAKERS. TATTOS ON BOTH HANDS"
"100012671","F160011634","2016-01-03 22:25:00.0000000","Female","Black","19","Medium","","Medium Brown","Not of Hispanic Origin","BLACK PUFFY COAT, PINK HOODED SWEATSHIRT, BLACK SWEATPANTS WITH PINK DESIGNS"
"100013778","F160011638","2016-01-04 09:35:00.0000000","Female","White","45","Thin","","Light","Not of Hispanic Origin","ROBE, RED SLIPPERS"
"100012720","F160011640","2016-01-04 10:40:00.0000000","Male","White","27","Obese","Short","Light","Hispanic Origin","RED WINTER HAT/BLACK HOODED SWEATSHIRT/RED SWEAT PANTS"
"100012698","F160011641","2016-01-04 14:10:00.0000000","Male","Black","39","Medium","Short","Brown","","GREEN HOODIE, WHITE T-SHIRT, BLUE JEANS, MAROON SNEAKERS"
"100012879","F160011756","2016-01-04 14:15:00.0000000","Male","Black","19","Thin","Short","Medium Brown","Not of Hispanic Origin","BLACK HOODY, WHITE T SHIRT, BLACK SWEATPANTS"
"100012712","F160011642","2016-01-04 15:50:00.0000000","Male","Black","31","","","","",""
"100012828","F160011690","2016-01-04 12:15:00.0000000","Male","Black","59","Medium","Straight","Medium","","GREY COAT, BROWN PANTS, BLACK SHOES"
"100012827","F160011687","2016-01-04 11:25:00.0000000","Male","White","62","Medium","Short","Light","","TAN COAT, BLUE JEANS, BLACK SNEAKERS"
"100012692","F160011633","2016-01-04 01:00:00.0000000","Male","Black","22","Small","","","","BLACK JACKET, BLUE JEANS"
"100012722","F160011644","2016-01-04 18:05:00.0000000","Male","Black","46","Heavy","","Dark","","BLACK WOOL HAT, GRAY/BLACK  JACKET, BLACK PANTS"
"100012705","F160011643","2016-01-04 16:40:00.0000000","Male","Unknown","32","Thin","Short","Dark Brown","","BLACK JACKET, BLACK JEANS, TAN BOOTS"
"100012735","F160011646","2016-01-04 17:30:00.0000000","Male","Black","15","Thin","","Light","",""
"100012842","F160011665","2016-01-04 18:14:00.0000000","Female","White","15","","","","",""
"100012723","F160011644","2016-01-04 18:05:00.0000000","Male","Black","43","Heavy","","Medium","","BLACK WOOL HAT, GRAY HOODIE, BLACK PANTS"
"100012732","F160011646","2016-01-04 17:30:00.0000000","Male","Black","15","Thin","Afro","Light Brown","","BLACK JACKET, BLACK JEANS, BLACK/ORANGE JEANS"
"100012716","F160011650","2016-01-04 18:40:00.0000000","Male","White","45","Medium","","Light","","GREY HOODY AND BLUE JEANS"
"100012847","F160011664","2016-01-04 18:06:00.0000000","Male","White","15","Thin","","Light Brown","Hispanic Origin",""
"100012843","F160011667","2016-01-04 18:26:00.0000000","Female","White","16","Small","","","",""
"100012704","F160011647","2016-01-04 18:30:00.0000000","Male","White","32","Medium","","Light Brown","","GREEN COAT, TAN HAT, RED BANDANA, BLUE JEANS"
"100012718","F160011652","2016-01-04 20:00:00.0000000","Male","White","46","Small","","Light","","BLACK JACKET BLUE JEANS AND BLACK MESSENGER BAG"
"100012719","F160011652","2016-01-04 20:00:00.0000000","Male","Black","25","","","","","BLACK NORTH FACE JACKET BLACK JEANS"
"100012717","F160011650","2016-01-04 18:40:00.0000000","Male","Black","45","","","","Hispanic Origin",""
"100012746","F160011656","2016-01-04 22:24:00.0000000","Male","Black","35","Medium","","Medium Brown","Unknown","MAROON JACKET, BLACK & WHITE HAT, BLACK FLEECE, BLUE JEANS"
"100012728","F160011645","2016-01-04 18:45:00.0000000","Male","White","21","","","","",""
"","F160011703","2016-01-05 00:00:00.0000000","","","","","","","",""
"100012753","F160011663","2016-01-04 19:00:00.0000000","Male","Black","19","Medium","Short","Light Brown","Not of Hispanic Origin","DARK SHIRT, BLUE JEANS."
"100012721","F160011648","2016-01-04 21:27:00.0000000","Male","Black","28","Unknown","","Medium Brown","Not of Hispanic Origin","BLACK JACKET, BLACK JEANS, BLACK HAT WITH ?NBA LOGOS??"
"100012711","F160011658","2016-01-05 00:03:00.0000000","Male","Black","22","Small","Short","Dark","","GREY HOODIE, BLACK JACKET, LIGHT BLUE JEANS"
"100012840","F160011659","2016-01-05 00:15:00.0000000","Male","White","25","","","","","BLACK KNIT HAT, RED JACKET AND BLUE JEANS"
"100012713","F160011661","2016-01-05 02:00:00.0000000","Male","Black","24","Thin","","Dark","Not of Hispanic Origin","ORAGE/YELLOW REFLECTIVE VEST, PLAID JACKET, GRAY SWATER UNDERNEATH, BLUE JEANS, NAVY BLUE SKULL CAP"
"100012714","F160011660","2016-01-05 02:00:00.0000000","Male","Black","22","Heavy","Short","Dark","","BLACK KNIT CAP, BLACK HOODED SWEATSHIRT, BLACK SWEATPANTS"
"100012747","F160011656","2016-01-04 22:24:00.0000000","Male","Black","37","Medium","Short","Dark","Not of Hispanic Origin","BLACK JACKET, GREY HOODY, GREY SWEAT PANTS"
"100012841","F160011662","2016-01-05 09:30:00.0000000","Male","Unknown","23","Medium","Short","","","RED HOODED SWEATSHIRT, GREY SWEATPANTS"
"100012830","F160011691","2016-01-05 09:20:00.0000000","Male","White","39","Medium","Short","Light","Not of Hispanic Origin","BLUE COAT, BLUE JEANS, BROWN BOOTS"
"100012829","F160011692","2016-01-05 10:40:00.0000000","Male","White","44","Thin","Short","Fair","Not of Hispanic Origin","BLACK COAT, GREY PANTS, BLACK SNEAKERS"
"100012822","F160011672","2016-01-05 09:50:00.0000000","Male","Black","25","","","","","GRAY SWEAT PANTS AND JACKET, BROWN TIMBERLINE BOOTS"
"100012832","F160011693","2016-01-05 11:45:00.0000000","Male","White","48","Thin","Short","Light","","BROWN COAT, TAN PANTS, BLACK SNEAKERS"
"100012820","F160011671","2016-01-05 00:00:00.0000000","Male","Black","30","Thin","Short","Black","","BLACK CANADA GOOSE JACKET, BLACK PATRIOTS WINTER CAP"
"100012824","F160011675","2016-01-05 11:56:00.0000000","Male","White","61","Small","","Light","","GRAY JACKET, GRAY HAT"
"100012726","F160011676","2016-01-05 11:55:00.0000000","Male","White","22","Thin","","Light","Not of Hispanic Origin","BLACK/BLUE JACKET, BLACK PANTS"
"100013177","F160012159","2016-01-16 02:42:00.0000000","Male","White","22","","","","",""
"100012748","F160011679","2016-01-05 12:05:00.0000000","Male","Black","53","Average","Short","Medium","","NAVY BLUE JACKET, BLUE JEANS"
"100012825","F160011673","2016-01-05 12:15:00.0000000","Male","White","38","Stocky","Short","","","BLUE AND WHITE BUTTON DOWN DRESS SHIRT, BLACK JACKET, BLUE JEANS."
"100012826","F160011673","2016-01-05 12:15:00.0000000","Male","Black","30","Thin","Short","","","BLACK CANADA GOOSE JACKET, RED PATRIOTS WINTER CAP"
"100012823","F160011674","2016-01-05 12:00:00.0000000","Male","White","42","Small","","","Not of Hispanic Origin","GREEN JACKET,"
"100012724","F160011677","2016-01-05 13:30:00.0000000","Male","White","54","","","","","BLUE COAT, BLACK PULLOVER AND BLUE JEANS"
"100012725","F160011677","2016-01-05 13:30:00.0000000","Male","Black","40","","","","","BLACK NORTHFACE JACKET, BLACK HOODED SWEATSHIRT, BLACK JEANS"
"100012821","F160011669","2016-01-05 10:42:00.0000000","Male","White","39","Medium","Short","Light","","BROWN COAT,BLUE JEANS"
"100012710","F160011658","2016-01-05 00:03:00.0000000","Male","Black","25","Medium","Short","Dark Brown","Not of Hispanic Origin","BLACK BASEBALL CAP, BLACK HOODIE, DK BLUE JEANS"
"100012759","F160011699","2016-01-05 19:11:00.0000000","Male","Black","26","","","","Not of Hispanic Origin",""
"100012760","F160011699","2016-01-05 19:11:00.0000000","Male","Black","23","Thin","","Medium","Not of Hispanic Origin",""
"100012761","F160011699","2016-01-05 19:11:00.0000000","Male","Black","21","Medium","","Medium","Not of Hispanic Origin",""
"100012762","F160011699","2016-01-05 19:11:00.0000000","Male","Black","22","","","Medium","Not of Hispanic Origin",""
"100012774","F160011701","2016-01-05 19:32:00.0000000","Female","White","25","Small","Long","Light","","GRAY/RED PATTERN SWEATER, BLUE JEANS, BLK BOOTS"
"100012775","F160011701","2016-01-05 19:32:00.0000000","Male","Black","26","Heavy","Long","Medium Brown","","BLK HOODIE GOLD DESIGN, BLK PANTS, BEARD"
"100012925","F160011694","2016-01-05 18:00:00.0000000","Male","Black","66","Medium","Short","Brown","","JEAN JACKET WITH BLACK VEST, DARK COLOR JEANS WITH FLANEL SHIRT"
"100012755","F160011695","2016-01-05 18:10:00.0000000","Male","Black","30","Medium","Short","Medium Brown","","BLACK ZIP UP HOODIE, BLUE JEANS"
"100012769","F160011700","2016-01-05 22:12:00.0000000","Male","Black","54","Medium","","Medium Brown","Not of Hispanic Origin",""
"100012831","F160011698","2016-01-05 18:40:00.0000000","Female","White","53","Small","","","","MAROON HOODY BLUE JEANS BLACK JACKET"
"100012764","F160011697","2016-01-05 19:55:00.0000000","Male","Black","16","Thin","Short","Dark Brown","","GREY ZIP HOODIE, BLUE JEANS"
"100012776","F160011701","2016-01-05 19:32:00.0000000","Male","Black","38","Medium","Short","Light Brown","","DARK BROWN LEATHER JACKET, BLUE JEANS"
"100012902","F160011785","2016-01-06 00:00:00.0000000","Male","White","","Thin","Short","Light Brown","","BLK/GRY LA KINGS CAP, BLK HOODIE, BLK PANTS, BLK BOOTS"
"100012926","F160011705","2016-01-06 01:30:00.0000000","Male","Black","33","","Braids","Medium Brown","","BLACK REDSKINS BASEBALL HAT, GRAY HOODIE, GRAY PANTS"
"100012763","F160011706","2016-01-06 01:45:00.0000000","Male","White","31","Medium","","Light","Not of Hispanic Origin","GREY HOODY, KNIT HAT,"
"100012833","F160011704","2016-01-06 00:09:00.0000000","Female","White","53","Thin","Long","","Not of Hispanic Origin","BROWN JACKET, RED SWEATER, BROWN PANTS"
"100012768","F160011708","2016-01-06 02:30:00.0000000","Male","White","34","Small","Long","Medium Brown","Unknown","BLACK LEATHER JACKET, BLACK JEANS, BLACK SNEAKERS, BLACK HOODIE, BLACK DU-RAG"
"100012767","F160011710","2016-01-06 02:47:00.0000000","Female","White","","","","","","BLACK JACKET, PINK SWEATSHIRT, BLUE JEANS"
"100012765","F160011711","2016-01-06 03:45:00.0000000","Male","Black","24","Medium","","Medium","","WEARING A BLACK JACKET, BLACK JEANS"
"100012834","F160011702","2016-01-06 00:42:00.0000000","Male","White","37","Medium","","","","DARK BROWN JACKET, BLUE JEANS, BLACK KNIT HAT, BLACK GLOVES"
"100012836","F160011746","2016-01-06 05:45:00.0000000","Female","Black","19","Medium","Braids","Light Brown","","BLACK PATRIOTS SCULLY CAP, BLACK JACKET WITH A HOOD, BLACK SWEATPANTS."
"100012935","F160011769","2016-01-06 01:30:00.0000000","Male","White","40","Stocky","Straight","Fair","","BLACK CAP, BLACK PUFFY VEST, RED / GRAY HOOD SHIRT, BLUE JEANS"
"100013221","F160011723","2016-01-06 10:15:00.0000000","Male","Black","30","","","","Not of Hispanic Origin","BLUE & GRAY KNIT HAT, GRAY SWEAT SHIRT, BLUE JEANS"
"100018152","F160011818","2016-01-06 10:30:00.0000000","Male","White","40","Medium","","Medium","","BLUE JEANS,GREY HOODIE,BLUE KNIT HAT"
